poll_id,election_year,pollName,election_id,period_start_day,period_end_day,bloc,start_day,y,t
2012_1_41,2012,LH2,3,2012-01-01,2012-04-22,Ecologisme,2012-03-30,19,13
2012_1_41,2012,LH2,3,2012-01-01,2012-04-22,Gauche,2012-03-30,277,13
2012_1_41,2012,LH2,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-30,146,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Autre,2012-03-29,78,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Centre,2012-03-29,281,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Droite,2012-03-29,690,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-29,383,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-29,51,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Gauche,2012-03-29,715,13
2012_1_42,2012,BVA,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-29,358,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-27,20,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-27,100,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-27,273,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-27,153,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-27,24,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-27,258,13
2012_1_43,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-27,129,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-26,15,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-26,104,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-26,266,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-26,157,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-26,24,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-26,252,13
2012_1_44,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-26,133,13
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-24,30,12
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-24,133,12
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-24,333,12
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-24,194,12
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-24,30,12
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-24,321,12
2012_1_45,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-24,170,12
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Autre,2012-03-26,12,13
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Centre,2012-03-26,110,13
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Droite,2012-03-26,263,13
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-26,131,13
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-26,22,13
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Gauche,2012-03-26,228,13
2012_1_46,2012,CSA,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-26,110,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Autre,2012-03-26,34,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Centre,2012-03-26,138,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Droite,2012-03-26,321,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-26,195,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Ecologisme,2012-03-26,23,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Gauche,2012-03-26,310,13
2012_1_47,2012,OpinionWay,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-26,126,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Abstention,2012-03-26,260,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Autre,2012-03-26,19,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Centre,2012-03-26,74,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Droite,2012-03-26,215,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-26,111,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Ecologisme,2012-03-26,15,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Gauche,2012-03-26,207,13
2012_1_48,2012,TNS Sofres,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-26,100,13
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-24,19,12
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-24,104,12
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-24,253,12
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-24,144,12
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-24,23,12
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-24,239,12
2012_1_49,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-24,122,12
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Autre,2012-04-18,42,16
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Centre,2012-04-18,117,16
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite,2012-04-18,283,16
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-04-18,171,16
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Ecologisme,2012-04-18,32,16
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche,2012-04-18,294,16
2012_1_5,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-04-18,128,16
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Autre,2012-03-22,24,12
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Centre,2012-03-22,135,12
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite,2012-03-22,345,12
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-22,197,12
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Ecologisme,2012-03-22,37,12
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche,2012-03-22,332,12
2012_1_50,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-22,160,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-22,45,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-22,203,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-22,504,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-22,274,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-22,35,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-22,478,12
2012_1_51,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-22,230,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-22,16,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-22,106,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-22,253,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-22,137,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-22,22,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-22,235,12
2012_1_52,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-22,115,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Abstention,2012-03-23,205,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Autre,2012-03-23,16,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Centre,2012-03-23,89,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Droite,2012-03-23,212,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-23,124,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Ecologisme,2012-03-23,15,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Gauche,2012-03-23,216,12
2012_1_53,2012,Ipsos,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-23,100,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-20,15,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-20,113,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-20,268,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-20,151,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-20,28,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-20,254,12
2012_1_54,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-20,113,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Autre,2012-03-21,14,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Centre,2012-03-21,111,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Droite,2012-03-21,259,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-21,120,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-21,19,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Gauche,2012-03-21,273,12
2012_1_55,2012,BVA,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-21,130,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-19,15,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-19,113,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-19,265,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-19,161,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-19,28,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-19,260,12
2012_1_56,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-19,104,12
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-17,24,11
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-17,143,11
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-17,335,11
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-17,203,11
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-17,30,11
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-17,335,11
2012_1_57,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-17,125,11
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Autre,2012-03-19,4,12
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Centre,2012-03-19,115,12
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Droite,2012-03-19,266,12
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-19,120,12
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-19,18,12
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Gauche,2012-03-19,249,12
2012_1_58,2012,CSA,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-19,115,12
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-17,17,11
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-17,105,11
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-17,241,11
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-17,153,11
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-17,22,11
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-17,245,11
2012_1_59,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-17,92,11
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Abstention,2012-04-18,174,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Autre,2012-04-18,30,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Centre,2012-04-18,85,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Droite,2012-04-18,216,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-04-18,136,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Ecologisme,2012-04-18,17,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Gauche,2012-04-18,246,16
2012_1_6,2012,Ipsos,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-04-18,119,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Abstention,2012-04-18,220,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Autre,2012-04-18,24,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Centre,2012-04-18,78,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Droite,2012-04-18,211,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-04-18,133,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Ecologisme,2012-04-18,23,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Gauche,2012-04-18,211,16
2012_1_7,2012,TNS Sofres,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-04-18,101,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-04-16,78,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-04-16,285,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-04-16,725,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-04-16,414,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-04-16,65,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-04-16,673,16
2012_1_8,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-04-16,349,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Autre,2012-04-17,34,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Centre,2012-04-17,96,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Droite,2012-04-17,253,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-04-17,148,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Ecologisme,2012-04-17,24,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Gauche,2012-04-17,258,16
2012_1_9,2012,LH2,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-04-17,143,16
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Autre,2012-03-15,32,11
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Centre,2012-03-15,132,11
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite,2012-03-15,296,11
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-15,176,11
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Ecologisme,2012-03-15,33,11
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche,2012-03-15,307,11
2012_2_1,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-15,121,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Autre,2012-03-12,26,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Centre,2012-03-12,112,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Droite,2012-03-12,241,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-12,138,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-12,9,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Gauche,2012-03-12,241,11
2012_2_10,2012,CSA,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-12,95,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-11,25,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-11,109,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-11,249,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-11,144,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-11,18,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-11,241,11
2012_2_11,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-11,88,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Abstention,2012-03-12,280,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Autre,2012-03-12,26,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Centre,2012-03-12,83,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Droite,2012-03-12,187,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-12,115,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Ecologisme,2012-03-12,22,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Gauche,2012-03-12,216,11
2012_2_12,2012,TNS Sofres,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-12,72,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-11,48,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-11,213,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-11,467,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-11,262,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-11,41,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-11,442,11
2012_2_13,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-11,164,11
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-08,26,10
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-08,105,10
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-08,245,10
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-08,144,10
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-08,22,10
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-08,249,10
2012_2_14,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-08,83,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-06,33,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-06,106,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-06,249,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-06,157,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-06,23,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-06,267,10
2012_2_15,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-06,88,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-05,28,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-05,111,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-05,245,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-05,162,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-05,23,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-05,268,10
2012_2_16,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-05,88,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Autre,2012-03-05,42,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Centre,2012-03-05,143,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Droite,2012-03-05,285,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-05,187,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Ecologisme,2012-03-05,33,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Gauche,2012-03-05,318,10
2012_2_17,2012,OpinionWay,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-05,88,10
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-03,30,9
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-03,148,9
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-03,307,9
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-03,213,9
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-03,35,9
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-03,349,9
2012_2_18,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-03,100,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-03,22,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-03,110,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-03,228,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-03,162,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-03,26,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-03,259,9
2012_2_19,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-03,70,9
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-15,16,11
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-15,110,11
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-15,242,11
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-15,150,11
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-15,26,11
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-15,242,11
2012_2_2,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-15,93,11
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Autre,2012-03-05,17,10
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Centre,2012-03-05,115,10
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Droite,2012-03-05,249,10
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-05,133,10
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-05,18,10
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Gauche,2012-03-05,266,10
2012_2_20,2012,CSA,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-05,89,10
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Autre,2012-03-01,50,9
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Centre,2012-03-01,127,9
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite,2012-03-01,244,9
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-01,176,9
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Ecologisme,2012-03-01,29,9
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche,2012-03-01,263,9
2012_2_21,2012,Harris Interactive,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-01,88,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Autre,2012-03-01,31,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Centre,2012-03-01,104,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Droite,2012-03-01,225,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-01,165,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Ecologisme,2012-03-01,26,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Gauche,2012-03-01,251,9
2012_2_22,2012,Ifop,3,2012-01-01,2012-04-22,Gauche radicale et extreme gauche,2012-03-01,65,9
2012_2_23,2012,BVA,3,2012-01-01,2012-04-22,Autre,2012-03-02,39,9
2012_2_23,2012,BVA,3,2012-01-01,2012-04-22,Centre,2012-03-02,99,9
2012_2_23,2012,BVA,3,2012-01-01,2012-04-22,Droite,2012-03-02,190,9
2012_2_23,2012,BVA,3,2012-01-01,2012-04-22,Droite radicale et extreme droite,2012-03-02,107,9
2012_2_23,2012,BVA,3,2012-01-01,2012-04-22,Ecologisme,2012-03-02,15,9
