"","poll_id","start_day","end_day","pollName","pollster_id","abstention","election_year","bloc","y","n"
"3683","2012_6_35",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Droite",288,811
"3684","2012_6_35",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Droite radicale et extreme droite",105,811
"3685","2012_6_36",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",114,811
"3686","2012_6_36",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Gauche",211,811
"3687","2012_6_36",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Centre",93,811
"3688","2012_6_36",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Droite",280,811
"3689","2012_6_36",2010-11-18,2010-11-19,"Ifop",5,0,2012,"Droite radicale et extreme droite",113,811
"3690","2012_6_37",2010-11-16,2010-11-18,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",103,931
"3691","2012_6_37",2010-11-16,2010-11-18,"Ifop",5,0,2012,"Gauche",279,931
"3692","2012_6_37",2010-11-16,2010-11-18,"Ifop",5,0,2012,"Centre",130,931
"3693","2012_6_37",2010-11-16,2010-11-18,"Ifop",5,0,2012,"Droite",289,931
"3694","2012_6_37",2010-11-16,2010-11-18,"Ifop",5,0,2012,"Droite radicale et extreme droite",130,931
"3695","2012_6_38",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Gauche radicale et extrême gauche",110,911
"3696","2012_6_38",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Gauche",282,911
"3697","2012_6_38",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Centre",73,911
"3698","2012_6_38",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Droite",319,911
"3699","2012_6_38",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Droite radicale et extreme droite",127,911
"3700","2012_6_39",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Gauche radicale et extrême gauche",110,911
"3701","2012_6_39",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Gauche",282,911
"3702","2012_6_39",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Centre",82,911
"3703","2012_6_39",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Droite",310,911
"3704","2012_6_39",2010-11-09,2010-11-10,"Harris Interactive",4,0,2012,"Droite radicale et extreme droite",127,911
"3705","2012_6_4",2011-02-21,2011-02-22,"CSA",3,0,2012,"Gauche radicale et extrême gauche",160,1004
"3706","2012_6_4",2011-02-21,2011-02-22,"CSA",3,0,2012,"Gauche",382,1004
"3707","2012_6_4",2011-02-21,2011-02-22,"CSA",3,0,2012,"Centre",186,1004
"3708","2012_6_4",2011-02-21,2011-02-22,"CSA",3,0,2012,"Droite",90,1004
"3709","2012_6_4",2011-02-21,2011-02-22,"CSA",3,0,2012,"Droite radicale et extreme droite",186,1004
"3710","2012_6_40",2010-10-12,2010-10-14,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",101,928
"3711","2012_6_40",2010-10-12,2010-10-14,"Ifop",5,0,2012,"Gauche",297,928
"3712","2012_6_40",2010-10-12,2010-10-14,"Ifop",5,0,2012,"Centre",79,928
"3713","2012_6_40",2010-10-12,2010-10-14,"Ifop",5,0,2012,"Droite",307,928
"3714","2012_6_40",2010-10-12,2010-10-14,"Ifop",5,0,2012,"Droite radicale et extreme droite",144,928
"3715","2012_6_41",2010-09-10,2010-09-11,"BVA",2,0,2012,"Gauche radicale et extrême gauche",134,961
"3716","2012_6_41",2010-09-10,2010-09-11,"BVA",2,0,2012,"Gauche",356,961
"3717","2012_6_41",2010-09-10,2010-09-11,"BVA",2,0,2012,"Centre",91,961
"3718","2012_6_41",2010-09-10,2010-09-11,"BVA",2,0,2012,"Droite",274,961
"3719","2012_6_41",2010-09-10,2010-09-11,"BVA",2,0,2012,"Droite radicale et extreme droite",106,961
"3720","2012_6_42",2010-09-10,2010-09-11,"BVA",2,0,2012,"Gauche radicale et extrême gauche",96,961
"3721","2012_6_42",2010-09-10,2010-09-11,"BVA",2,0,2012,"Gauche",336,961
"3722","2012_6_42",2010-09-10,2010-09-11,"BVA",2,0,2012,"Centre",125,961
"3723","2012_6_42",2010-09-10,2010-09-11,"BVA",2,0,2012,"Droite",298,961
"3724","2012_6_42",2010-09-10,2010-09-11,"BVA",2,0,2012,"Droite radicale et extreme droite",106,961
"3725","2012_6_43",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",150,1000
"3726","2012_6_43",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche",340,1000
"3727","2012_6_43",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Centre",70,1000
"3728","2012_6_43",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite",320,1000
"3729","2012_6_43",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",120,1000
"3730","2012_6_44",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",120,1000
"3731","2012_6_44",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche",310,1000
"3732","2012_6_44",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Centre",90,1000
"3733","2012_6_44",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite",350,1000
"3734","2012_6_44",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",130,1000
"3735","2012_6_45",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",140,1000
"3736","2012_6_45",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche",270,1000
"3737","2012_6_45",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Centre",90,1000
"3738","2012_6_45",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite",370,1000
"3739","2012_6_45",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",130,1000
"3740","2012_6_46",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",140,1000
"3741","2012_6_46",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Gauche",280,1000
"3742","2012_6_46",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Centre",90,1000
"3743","2012_6_46",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite",360,1000
"3744","2012_6_46",2010-08-20,2010-08-21,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",130,1000
"3745","2012_6_5",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",145,1000
"3746","2012_6_5",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche",350,1000
"3747","2012_6_5",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Centre",90,1000
"3748","2012_6_5",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite",245,1000
"3749","2012_6_5",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",170,1000
"3750","2012_6_6",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",145,1000
"3751","2012_6_6",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche",300,1000
"3752","2012_6_6",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Centre",95,1000
"3753","2012_6_6",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite",285,1000
"3754","2012_6_6",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",175,1000
"3755","2012_6_7",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",160,1000
"3756","2012_6_7",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche",285,1000
"3757","2012_6_7",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Centre",90,1000
"3758","2012_6_7",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite",280,1000
"3759","2012_6_7",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",185,1000
"3760","2012_6_8",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",165,1000
"3761","2012_6_8",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche",270,1000
"3762","2012_6_8",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Centre",100,1000
"3763","2012_6_8",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite",290,1000
"3764","2012_6_8",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",175,1000
"3765","2012_6_9",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche radicale et extrême gauche",165,1000
"3766","2012_6_9",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Gauche",230,1000
"3767","2012_6_9",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Centre",110,1000
"3768","2012_6_9",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite",305,1000
"3769","2012_6_9",2011-02-18,2011-02-19,"TNS Sofres",9,0,2012,"Droite radicale et extreme droite",190,1000
"3770","2012_7_1",2010-07-08,2010-07-09,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",108,833
"3771","2012_7_1",2010-07-08,2010-07-09,"Ifop",5,0,2012,"Gauche",250,833
"3772","2012_7_1",2010-07-08,2010-07-09,"Ifop",5,0,2012,"Centre",75,833
"3773","2012_7_1",2010-07-08,2010-07-09,"Ifop",5,0,2012,"Droite",300,833
"3774","2012_7_1",2010-07-08,2010-07-09,"Ifop",5,0,2012,"Droite radicale et extreme droite",100,833
"3775","2012_7_10",2010-04-20,2010-04-22,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",93,934
"3776","2012_7_10",2010-04-20,2010-04-22,"Ifop",5,0,2012,"Gauche",309,934
"3777","2012_7_10",2010-04-20,2010-04-22,"Ifop",5,0,2012,"Centre",93,934
"3778","2012_7_10",2010-04-20,2010-04-22,"Ifop",5,0,2012,"Droite",299,934
"3779","2012_7_10",2010-04-20,2010-04-22,"Ifop",5,0,2012,"Droite radicale et extreme droite",140,934
"3780","2012_7_11",2010-03-25,2010-03-26,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",103,855
"3781","2012_7_11",2010-03-25,2010-03-26,"Ifop",5,0,2012,"Gauche",308,855
"3782","2012_7_11",2010-03-25,2010-03-26,"Ifop",5,0,2012,"Centre",60,855
"3783","2012_7_11",2010-03-25,2010-03-26,"Ifop",5,0,2012,"Droite",273,855
"3784","2012_7_11",2010-03-25,2010-03-26,"Ifop",5,0,2012,"Droite radicale et extreme droite",111,855
"3785","2012_7_12",2010-03-24,2010-03-25,"CSA",3,0,2012,"Gauche radicale et extrême gauche",76,843
"3786","2012_7_12",2010-03-24,2010-03-25,"CSA",3,0,2012,"Gauche",312,843
"3787","2012_7_12",2010-03-24,2010-03-25,"CSA",3,0,2012,"Centre",59,843
"3788","2012_7_12",2010-03-24,2010-03-25,"CSA",3,0,2012,"Droite",295,843
"3789","2012_7_12",2010-03-24,2010-03-25,"CSA",3,0,2012,"Droite radicale et extreme droite",101,843
"3790","2012_7_13",2010-03-02,2010-03-03,"CSA",3,0,2012,"Gauche radicale et extrême gauche",91,757
"3791","2012_7_13",2010-03-02,2010-03-03,"CSA",3,0,2012,"Gauche",280,757
"3792","2012_7_13",2010-03-02,2010-03-03,"CSA",3,0,2012,"Centre",83,757
"3793","2012_7_13",2010-03-02,2010-03-03,"CSA",3,0,2012,"Droite",242,757
"3794","2012_7_13",2010-03-02,2010-03-03,"CSA",3,0,2012,"Droite radicale et extreme droite",61,757
"3795","2012_7_14",2010-03-02,2010-03-03,"CSA",3,0,2012,"Gauche radicale et extrême gauche",99,757
"3796","2012_7_14",2010-03-02,2010-03-03,"CSA",3,0,2012,"Gauche",242,757
"3797","2012_7_14",2010-03-02,2010-03-03,"CSA",3,0,2012,"Centre",83,757
"3798","2012_7_14",2010-03-02,2010-03-03,"CSA",3,0,2012,"Droite",272,757
"3799","2012_7_14",2010-03-02,2010-03-03,"CSA",3,0,2012,"Droite radicale et extreme droite",61,757
"3800","2012_7_15",2010-02-02,2010-02-03,"CSA",3,0,2012,"Gauche radicale et extrême gauche",88,801
"3801","2012_7_15",2010-02-02,2010-02-03,"CSA",3,0,2012,"Gauche",248,801
"3802","2012_7_15",2010-02-02,2010-02-03,"CSA",3,0,2012,"Centre",80,801
"3803","2012_7_15",2010-02-02,2010-02-03,"CSA",3,0,2012,"Droite",313,801
"3804","2012_7_15",2010-02-02,2010-02-03,"CSA",3,0,2012,"Droite radicale et extreme droite",72,801
"3805","2012_7_16",2010-02-02,2010-02-03,"CSA",3,0,2012,"Gauche radicale et extrême gauche",80,801
"3806","2012_7_16",2010-02-02,2010-02-03,"CSA",3,0,2012,"Gauche",216,801
"3807","2012_7_16",2010-02-02,2010-02-03,"CSA",3,0,2012,"Centre",96,801
"3808","2012_7_16",2010-02-02,2010-02-03,"CSA",3,0,2012,"Droite",337,801
"3809","2012_7_16",2010-02-02,2010-02-03,"CSA",3,0,2012,"Droite radicale et extreme droite",72,801
"3810","2012_7_17",2009-10-29,2009-10-30,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",116,892
"3811","2012_7_17",2009-10-29,2009-10-30,"Ifop",5,0,2012,"Gauche",223,892
"3812","2012_7_17",2009-10-29,2009-10-30,"Ifop",5,0,2012,"Centre",125,892
"3813","2012_7_17",2009-10-29,2009-10-30,"Ifop",5,0,2012,"Droite",321,892
"3814","2012_7_17",2009-10-29,2009-10-30,"Ifop",5,0,2012,"Droite radicale et extreme droite",107,892
"3815","2012_7_2",2010-07-07,2010-07-08,"CSA",3,0,2012,"Gauche radicale et extrême gauche",81,809
"3816","2012_7_2",2010-07-07,2010-07-08,"CSA",3,0,2012,"Gauche",283,809
"3817","2012_7_2",2010-07-07,2010-07-08,"CSA",3,0,2012,"Centre",89,809
"3818","2012_7_2",2010-07-07,2010-07-08,"CSA",3,0,2012,"Droite",251,809
"3819","2012_7_2",2010-07-07,2010-07-08,"CSA",3,0,2012,"Droite radicale et extreme droite",105,809
"3820","2012_7_3",2010-06-03,2010-06-04,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",118,981
"3821","2012_7_3",2010-06-03,2010-06-04,"Ifop",5,0,2012,"Gauche",313,981
"3822","2012_7_3",2010-06-03,2010-06-04,"Ifop",5,0,2012,"Centre",78,981
"3823","2012_7_3",2010-06-03,2010-06-04,"Ifop",5,0,2012,"Droite",334,981
"3824","2012_7_3",2010-06-03,2010-06-04,"Ifop",5,0,2012,"Droite radicale et extreme droite",138,981
"3825","2012_7_4",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",106,815
"3826","2012_7_4",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche",277,815
"3827","2012_7_4",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Centre",65,815
"3828","2012_7_4",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite",253,815
"3829","2012_7_4",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite radicale et extreme droite",114,815
"3830","2012_7_5",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",90,815
"3831","2012_7_5",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche",236,815
"3832","2012_7_5",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Centre",90,815
"3833","2012_7_5",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite",285,815
"3834","2012_7_5",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite radicale et extreme droite",114,815
"3835","2012_7_6",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",122,815
"3836","2012_7_6",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche",188,815
"3837","2012_7_6",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Centre",98,815
"3838","2012_7_6",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite",293,815
"3839","2012_7_6",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite radicale et extreme droite",114,815
"3840","2012_7_7",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",114,815
"3841","2012_7_7",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Gauche",196,815
"3842","2012_7_7",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Centre",98,815
"3843","2012_7_7",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite",301,815
"3844","2012_7_7",2010-05-27,2010-05-28,"Ifop",5,0,2012,"Droite radicale et extreme droite",106,815
"3845","2012_7_8",2010-05-19,2010-05-20,"CSA",3,0,2012,"Gauche radicale et extrême gauche",78,779
"3846","2012_7_8",2010-05-19,2010-05-20,"CSA",3,0,2012,"Gauche",273,779
"3847","2012_7_8",2010-05-19,2010-05-20,"CSA",3,0,2012,"Centre",62,779
"3848","2012_7_8",2010-05-19,2010-05-20,"CSA",3,0,2012,"Droite",280,779
"3849","2012_7_8",2010-05-19,2010-05-20,"CSA",3,0,2012,"Droite radicale et extreme droite",86,779
"3850","2012_7_9",2010-04-23,2010-04-24,"BVA",2,0,2012,"Gauche radicale et extrême gauche",113,946
"3851","2012_7_9",2010-04-23,2010-04-24,"BVA",2,0,2012,"Gauche",341,946
"3852","2012_7_9",2010-04-23,2010-04-24,"BVA",2,0,2012,"Centre",123,946
"3853","2012_7_9",2010-04-23,2010-04-24,"BVA",2,0,2012,"Droite",265,946
"3854","2012_7_9",2010-04-23,2010-04-24,"BVA",2,0,2012,"Droite radicale et extreme droite",104,946
"3855","2012_8_1",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Gauche radicale et extrême gauche",125,1005
"3856","2012_8_1",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Gauche",321,1005
"3857","2012_8_1",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Centre",131,1005
"3858","2012_8_1",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Droite",337,1005
"3859","2012_8_1",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Droite radicale et extreme droite",91,1005
"3860","2012_8_2",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Gauche radicale et extrême gauche",126,1006
"3861","2012_8_2",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Gauche",311,1006
"3862","2012_8_2",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Centre",141,1006
"3863","2012_8_2",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Droite",337,1006
"3864","2012_8_2",2009-06-17,2009-06-18,"OpinionWay",8,0,2012,"Droite radicale et extreme droite",91,1006
"3865","2012_8_3",2009-04-29,2009-04-30,"OpinionWay",8,0,2012,"Gauche radicale et extrême gauche",136,1013
"3866","2012_8_3",2009-04-29,2009-04-30,"OpinionWay",8,0,2012,"Gauche",294,1013
"3867","2012_8_3",2009-04-29,2009-04-30,"OpinionWay",8,0,2012,"Centre",203,1013
"3868","2012_8_3",2009-04-29,2009-04-30,"OpinionWay",8,0,2012,"Droite",309,1013
"3869","2012_8_3",2009-04-29,2009-04-30,"OpinionWay",8,0,2012,"Droite radicale et extreme droite",71,1013
"3870","2012_8_4",2009-04-23,2009-04-24,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",120,854
"3871","2012_8_4",2009-04-23,2009-04-24,"Ifop",5,0,2012,"Gauche",252,854
"3872","2012_8_4",2009-04-23,2009-04-24,"Ifop",5,0,2012,"Centre",162,854
"3873","2012_8_4",2009-04-23,2009-04-24,"Ifop",5,0,2012,"Droite",256,854
"3874","2012_8_4",2009-04-23,2009-04-24,"Ifop",5,0,2012,"Droite radicale et extreme droite",64,854
"3875","2012_8_5",2008-04-30,2008-05-02,"OpinionWay",8,0,2012,"Gauche radicale et extrême gauche",110,1004
"3876","2012_8_5",2008-04-30,2008-05-02,"OpinionWay",8,0,2012,"Gauche",321,1004
"3877","2012_8_5",2008-04-30,2008-05-02,"OpinionWay",8,0,2012,"Centre",161,1004
"3878","2012_8_5",2008-04-30,2008-05-02,"OpinionWay",8,0,2012,"Droite",342,1004
"3879","2012_8_5",2008-04-30,2008-05-02,"OpinionWay",8,0,2012,"Droite radicale et extreme droite",70,1004
"3880","2012_8_6",2008-02-26,NA,"CSA",3,0,2012,"Gauche radicale et extrême gauche",94,858
"3881","2012_8_6",2008-02-26,NA,"CSA",3,0,2012,"Gauche",250,858
"3882","2012_8_6",2008-02-26,NA,"CSA",3,0,2012,"Centre",163,858
"3883","2012_8_6",2008-02-26,NA,"CSA",3,0,2012,"Droite",274,858
"3884","2012_8_6",2008-02-26,NA,"CSA",3,0,2012,"Droite radicale et extreme droite",77,858
"3885","2012_8_7",2007-10-31,2007-11-02,"Ifop",5,0,2012,"Gauche radicale et extrême gauche",111,1008
"3886","2012_8_7",2007-10-31,2007-11-02,"Ifop",5,0,2012,"Gauche",272,1008
"3887","2012_8_7",2007-10-31,2007-11-02,"Ifop",5,0,2012,"Centre",171,1008
"3888","2012_8_7",2007-10-31,2007-11-02,"Ifop",5,0,2012,"Droite",363,1008
"3889","2012_8_7",2007-10-31,2007-11-02,"Ifop",5,0,2012,"Droite radicale et extreme droite",91,1008
"3890","2017_11",2017-03-15,2017-03-17,"BVA",1,27,2017,"Abstention",252,934
"3891","2017_11",2017-03-15,2017-03-17,"BVA",1,27,2017,"Gauche radicale et extrême gauche",89,934
"3892","2017_11",2017-03-15,2017-03-17,"BVA",1,27,2017,"Gauche",85,934
"3893","2017_11",2017-03-15,2017-03-17,"BVA",1,27,2017,"Centre",171,934
"3894","2017_11",2017-03-15,2017-03-17,"BVA",1,27,2017,"Droite",140,934
"3895","2017_11",2017-03-15,2017-03-17,"BVA",1,27,2017,"Droite radicale et extreme droite",197,934
"3896","2017_110",2017-03-12,2017-03-14,"OpinionWay",11,0,2017,"Gauche radicale et extrême gauche",198,1529
"3897","2017_110",2017-03-12,2017-03-14,"OpinionWay",11,0,2017,"Gauche",199,1529
"3898","2017_110",2017-03-12,2017-03-14,"OpinionWay",11,0,2017,"Centre",382,1529
"3899","2017_110",2017-03-12,2017-03-14,"OpinionWay",11,0,2017,"Droite",291,1529
"3900","2017_110",2017-03-12,2017-03-14,"OpinionWay",11,0,2017,"Droite radicale et extreme droite",459,1529
"3901","2017_1100",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Abstention",203,696
"3902","2017_1100",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Gauche radicale et extrême gauche",54,696
"3903","2017_1100",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Gauche",85,696
"3904","2017_1100",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Centre",104,696
"3905","2017_1100",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Droite",109,696
"3906","2017_1100",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Droite radicale et extreme droite",141,696
"3907","2017_1101",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Abstention",203,699
"3908","2017_1101",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Gauche radicale et extrême gauche",54,699
"3909","2017_1101",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Gauche",75,699
"3910","2017_1101",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Centre",124,699
"3911","2017_1101",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Droite",104,699
"3912","2017_1101",2017-01-26,2017-01-27,"Kantar Sofres",8,29,2017,"Droite radicale et extreme droite",139,699
"3913","2017_111",2017-03-10,2017-03-14,"Ifop",6,36,2017,"Abstention",509,1415
"3914","2017_111",2017-03-10,2017-03-14,"Ifop",6,36,2017,"Gauche radicale et extrême gauche",114,1415
"3915","2017_111",2017-03-10,2017-03-14,"Ifop",6,36,2017,"Gauche",127,1415
"3916","2017_111",2017-03-10,2017-03-14,"Ifop",6,36,2017,"Centre",226,1415
"3917","2017_111",2017-03-10,2017-03-14,"Ifop",6,36,2017,"Droite",172,1415
"3918","2017_111",2017-03-10,2017-03-14,"Ifop",6,36,2017,"Droite radicale et extreme droite",267,1415
"3919","2017_112",2017-03-11,2017-03-13,"OpinionWay",11,0,2017,"Gauche radicale et extrême gauche",183,1529
"3920","2017_112",2017-03-11,2017-03-13,"OpinionWay",11,0,2017,"Gauche",214,1529
"3921","2017_112",2017-03-11,2017-03-13,"OpinionWay",11,0,2017,"Centre",367,1529
"3922","2017_112",2017-03-11,2017-03-13,"OpinionWay",11,0,2017,"Droite",306,1529
"3923","2017_112",2017-03-11,2017-03-13,"OpinionWay",11,0,2017,"Droite radicale et extreme droite",459,1529
"3924","2017_113",2017-03-10,2017-03-13,"Future Thinking",4,0,2017,"Gauche radicale et extrême gauche",97,807
"3925","2017_113",2017-03-10,2017-03-13,"Future Thinking",4,0,2017,"Gauche",114,807
"3926","2017_113",2017-03-10,2017-03-13,"Future Thinking",4,0,2017,"Centre",191,807
"3927","2017_113",2017-03-10,2017-03-13,"Future Thinking",4,0,2017,"Droite",162,807
"3928","2017_113",2017-03-10,2017-03-13,"Future Thinking",4,0,2017,"Droite radicale et extreme droite",243,807
"3929","2017_114",2017-03-09,2017-03-13,"Ifop",6,37,2017,"Abstention",517,1395
"3930","2017_114",2017-03-09,2017-03-13,"Ifop",6,37,2017,"Gauche radicale et extrême gauche",109,1395
"3931","2017_114",2017-03-09,2017-03-13,"Ifop",6,37,2017,"Gauche",123,1395
"3932","2017_114",2017-03-09,2017-03-13,"Ifop",6,37,2017,"Centre",220,1395
"3933","2017_114",2017-03-09,2017-03-13,"Ifop",6,37,2017,"Droite",167,1395
"3934","2017_114",2017-03-09,2017-03-13,"Ifop",6,37,2017,"Droite radicale et extreme droite",259,1395
"3935","2017_115",2017-03-10,2017-03-12,"OpinionWay",11,0,2017,"Gauche radicale et extrême gauche",193,1609
"3936","2017_115",2017-03-10,2017-03-12,"OpinionWay",11,0,2017,"Gauche",225,1609
"3937","2017_115",2017-03-10,2017-03-12,"OpinionWay",11,0,2017,"Centre",402,1609
"3938","2017_115",2017-03-10,2017-03-12,"OpinionWay",11,0,2017,"Droite",322,1609
"3939","2017_115",2017-03-10,2017-03-12,"OpinionWay",11,0,2017,"Droite radicale et extreme droite",467,1609
"3940","2017_116",2017-03-08,2017-03-10,"BVA",1,26,2017,"Abstention",247,952
"3941","2017_116",2017-03-08,2017-03-10,"BVA",1,26,2017,"Gauche radicale et extrême gauche",89,952
"3942","2017_116",2017-03-08,2017-03-10,"BVA",1,26,2017,"Gauche",95,952
"3943","2017_116",2017-03-08,2017-03-10,"BVA",1,26,2017,"Centre",183,952
"3944","2017_116",2017-03-08,2017-03-10,"BVA",1,26,2017,"Droite",141,952
"3945","2017_116",2017-03-08,2017-03-10,"BVA",1,26,2017,"Droite radicale et extreme droite",197,952
"3946","2017_117",2017-03-07,2017-03-10,"Ifop",6,36.5,2017,"Abstention",503,1378
"3947","2017_117",2017-03-07,2017-03-10,"Ifop",6,36.5,2017,"Gauche radicale et extrême gauche",113,1378
"3948","2017_117",2017-03-07,2017-03-10,"Ifop",6,36.5,2017,"Gauche",118,1378
"3949","2017_117",2017-03-07,2017-03-10,"Ifop",6,36.5,2017,"Centre",223,1378
"3950","2017_117",2017-03-07,2017-03-10,"Ifop",6,36.5,2017,"Droite",171,1378
