"","PollingFirm","SampleSize","poll_id","Candidate","Percentage","start_day","end_day"
"2930","Elabe",922,4038,"Arthaud",1,2016-09-20,2016-09-21
"2931","Elabe",922,4038,"Poutou",1,2016-09-20,2016-09-21
"2932","Elabe",922,4038,"Mélenchon",15,2016-09-20,2016-09-21
"2933","Elabe",922,4038,"Duflot",2,2016-09-20,2016-09-21
"2934","Elabe",922,4038,"Valls",9,2016-09-20,2016-09-21
"2935","Elabe",922,4038,"Macron",15,2016-09-20,2016-09-21
"2936","Elabe",922,4038,"Bayrou",10,2016-09-20,2016-09-21
"2937","Elabe",922,4038,"Sarkozy",18,2016-09-20,2016-09-21
"2938","Elabe",922,4038,"Dupont-Aignan",3,2016-09-20,2016-09-21
"2939","Elabe",922,4038,"Le Pen",26,2016-09-20,2016-09-21
"2940","Elabe",922,4039,"_Abstention",44,2016-09-20,2016-09-21
"2941","Elabe",922,4039,"Arthaud",1,2016-09-20,2016-09-21
"2942","Elabe",922,4039,"Poutou",1.5,2016-09-20,2016-09-21
"2943","Elabe",922,4039,"Mélenchon",14,2016-09-20,2016-09-21
"2944","Elabe",922,4039,"Duflot",2,2016-09-20,2016-09-21
"2945","Elabe",922,4039,"Montebourg",7,2016-09-20,2016-09-21
"2946","Elabe",922,4039,"Macron",16,2016-09-20,2016-09-21
"2947","Elabe",922,4039,"Juppé",29.5,2016-09-20,2016-09-21
"2948","Elabe",922,4039,"Dupont-Aignan",2,2016-09-20,2016-09-21
"2949","Elabe",922,4039,"Le Pen",27,2016-09-20,2016-09-21
"2950","Elabe",922,4040,"_Abstention",44,2016-09-20,2016-09-21
"2951","Elabe",922,4040,"Arthaud",0.5,2016-09-20,2016-09-21
"2952","Elabe",922,4040,"Poutou",1,2016-09-20,2016-09-21
"2953","Elabe",922,4040,"Mélenchon",14,2016-09-20,2016-09-21
"2954","Elabe",922,4040,"Duflot",2,2016-09-20,2016-09-21
"2955","Elabe",922,4040,"Montebourg",7,2016-09-20,2016-09-21
"2956","Elabe",922,4040,"Macron",18,2016-09-20,2016-09-21
"2957","Elabe",922,4040,"Bayrou",9,2016-09-20,2016-09-21
"2958","Elabe",922,4040,"Sarkozy",19,2016-09-20,2016-09-21
"2959","Elabe",922,4040,"Dupont-Aignan",3,2016-09-20,2016-09-21
"2960","Elabe",922,4040,"Le Pen",26.5,2016-09-20,2016-09-21
"2961","Ipsos",12469,4041,"Arthaud",1.5,2016-09-09,2016-09-18
"2962","Ipsos",12469,4041,"Poutou",1.5,2016-09-09,2016-09-18
"2963","Ipsos",12469,4041,"Mélenchon",12.5,2016-09-09,2016-09-18
"2964","Ipsos",12469,4041,"Duflot",3,2016-09-09,2016-09-18
"2965","Ipsos",12469,4041,"Hollande",12.5,2016-09-09,2016-09-18
"2966","Ipsos",12469,4041,"Juppé",34,2016-09-09,2016-09-18
"2967","Ipsos",12469,4041,"Dupont-Aignan",5,2016-09-09,2016-09-18
"2968","Ipsos",12469,4041,"Le Pen",30,2016-09-09,2016-09-18
"2969","Ipsos",12469,4041,"Cheminade",0,2016-09-09,2016-09-18
"2970","Ipsos",12469,4042,"Arthaud",1.5,2016-09-09,2016-09-18
"2971","Ipsos",12469,4042,"Poutou",1.5,2016-09-09,2016-09-18
"2972","Ipsos",12469,4042,"Mélenchon",13,2016-09-09,2016-09-18
"2973","Ipsos",12469,4042,"Duflot",3,2016-09-09,2016-09-18
"2974","Ipsos",12469,4042,"Hollande",13,2016-09-09,2016-09-18
"2975","Ipsos",12469,4042,"Bayrou",12,2016-09-09,2016-09-18
"2976","Ipsos",12469,4042,"Sarkozy",22,2016-09-09,2016-09-18
"2977","Ipsos",12469,4042,"Dupont-Aignan",5,2016-09-09,2016-09-18
"2978","Ipsos",12469,4042,"Le Pen",29,2016-09-09,2016-09-18
"2979","Ipsos",12469,4042,"Cheminade",0,2016-09-09,2016-09-18
"2980","Ipsos",12469,4043,"Arthaud",1.5,2016-09-09,2016-09-18
"2981","Ipsos",12469,4043,"Poutou",1.5,2016-09-09,2016-09-18
"2982","Ipsos",12469,4043,"Mélenchon",11.5,2016-09-09,2016-09-18
"2983","Ipsos",12469,4043,"Duflot",2.5,2016-09-09,2016-09-18
"2984","Ipsos",12469,4043,"Hollande",10,2016-09-09,2016-09-18
"2985","Ipsos",12469,4043,"Macron",12,2016-09-09,2016-09-18
"2986","Ipsos",12469,4043,"Juppé",28,2016-09-09,2016-09-18
"2987","Ipsos",12469,4043,"Dupont-Aignan",5,2016-09-09,2016-09-18
"2988","Ipsos",12469,4043,"Le Pen",28,2016-09-09,2016-09-18
"2989","Ipsos",12469,4043,"Cheminade",0,2016-09-09,2016-09-18
"2990","Ipsos",12469,4044,"Arthaud",1.5,2016-09-09,2016-09-18
"2991","Ipsos",12469,4044,"Poutou",1.5,2016-09-09,2016-09-18
"2992","Ipsos",12469,4044,"Mélenchon",11.5,2016-09-09,2016-09-18
"2993","Ipsos",12469,4044,"Duflot",2.5,2016-09-09,2016-09-18
"2994","Ipsos",12469,4044,"Hollande",10,2016-09-09,2016-09-18
"2995","Ipsos",12469,4044,"Macron",14,2016-09-09,2016-09-18
"2996","Ipsos",12469,4044,"Bayrou",9,2016-09-09,2016-09-18
"2997","Ipsos",12469,4044,"Sarkozy",18,2016-09-09,2016-09-18
"2998","Ipsos",12469,4044,"Dupont-Aignan",5,2016-09-09,2016-09-18
"2999","Ipsos",12469,4044,"Le Pen",27,2016-09-09,2016-09-18
"3000","Ipsos",12469,4044,"Cheminade",0,2016-09-09,2016-09-18
"3001","BVA",912,4045,"_Abstention",30,2016-09-09,2016-09-11
"3002","BVA",912,4045,"Arthaud",1,2016-09-09,2016-09-11
"3003","BVA",912,4045,"Poutou",1,2016-09-09,2016-09-11
"3004","BVA",912,4045,"Mélenchon",12,2016-09-09,2016-09-11
"3005","BVA",912,4045,"Duflot",3,2016-09-09,2016-09-11
"3006","BVA",912,4045,"Hollande",11,2016-09-09,2016-09-11
"3007","BVA",912,4045,"Juppé",36,2016-09-09,2016-09-11
"3008","BVA",912,4045,"Dupont-Aignan",6,2016-09-09,2016-09-11
"3009","BVA",912,4045,"Le Pen",30,2016-09-09,2016-09-11
"3010","BVA",912,4046,"_Abstention",30,2016-09-09,2016-09-11
"3011","BVA",912,4046,"Arthaud",0.5,2016-09-09,2016-09-11
"3012","BVA",912,4046,"Poutou",1,2016-09-09,2016-09-11
"3013","BVA",912,4046,"Mélenchon",12.5,2016-09-09,2016-09-11
"3014","BVA",912,4046,"Duflot",3.5,2016-09-09,2016-09-11
"3015","BVA",912,4046,"Hollande",13,2016-09-09,2016-09-11
"3016","BVA",912,4046,"Bayrou",13,2016-09-09,2016-09-11
"3017","BVA",912,4046,"Sarkozy",22,2016-09-09,2016-09-11
"3018","BVA",912,4046,"Dupont-Aignan",5,2016-09-09,2016-09-11
"3019","BVA",912,4046,"Le Pen",29.5,2016-09-09,2016-09-11
"3020","BVA",912,4047,"_Abstention",30,2016-09-09,2016-09-11
"3021","BVA",912,4047,"Arthaud",1,2016-09-09,2016-09-11
"3022","BVA",912,4047,"Poutou",1,2016-09-09,2016-09-11
"3023","BVA",912,4047,"Mélenchon",13,2016-09-09,2016-09-11
"3024","BVA",912,4047,"Duflot",3,2016-09-09,2016-09-11
"3025","BVA",912,4047,"Hollande",13,2016-09-09,2016-09-11
"3026","BVA",912,4047,"Bayrou",12,2016-09-09,2016-09-11
"3027","BVA",912,4047,"Fillon",18.5,2016-09-09,2016-09-11
"3028","BVA",912,4047,"Dupont-Aignan",5.5,2016-09-09,2016-09-11
"3029","BVA",912,4047,"Le Pen",33,2016-09-09,2016-09-11
"3030","BVA",912,4048,"_Abstention",30,2016-09-09,2016-09-11
"3031","BVA",912,4048,"Arthaud",1,2016-09-09,2016-09-11
"3032","BVA",912,4048,"Poutou",1,2016-09-09,2016-09-11
"3033","BVA",912,4048,"Mélenchon",13,2016-09-09,2016-09-11
"3034","BVA",912,4048,"Duflot",3.5,2016-09-09,2016-09-11
"3035","BVA",912,4048,"Hollande",14,2016-09-09,2016-09-11
"3036","BVA",912,4048,"Bayrou",12.5,2016-09-09,2016-09-11
"3037","BVA",912,4048,"Le Maire",16,2016-09-09,2016-09-11
"3038","BVA",912,4048,"Dupont-Aignan",7,2016-09-09,2016-09-11
"3039","BVA",912,4048,"Le Pen",32,2016-09-09,2016-09-11
"3040","BVA",912,4049,"_Abstention",30,2016-09-09,2016-09-11
"3041","BVA",912,4049,"Arthaud",1,2016-09-09,2016-09-11
"3042","BVA",912,4049,"Poutou",0.5,2016-09-09,2016-09-11
"3043","BVA",912,4049,"Mélenchon",10,2016-09-09,2016-09-11
"3044","BVA",912,4049,"Duflot",3,2016-09-09,2016-09-11
"3045","BVA",912,4049,"Hollande",9,2016-09-09,2016-09-11
"3046","BVA",912,4049,"Macron",16.5,2016-09-09,2016-09-11
"3047","BVA",912,4049,"Juppé",26,2016-09-09,2016-09-11
"3048","BVA",912,4049,"Dupont-Aignan",6,2016-09-09,2016-09-11
"3049","BVA",912,4049,"Le Pen",28,2016-09-09,2016-09-11
"3050","BVA",912,4050,"_Abstention",30,2016-09-09,2016-09-11
"3051","BVA",912,4050,"Arthaud",1,2016-09-09,2016-09-11
"3052","BVA",912,4050,"Poutou",1,2016-09-09,2016-09-11
"3053","BVA",912,4050,"Mélenchon",11,2016-09-09,2016-09-11
"3054","BVA",912,4050,"Duflot",3,2016-09-09,2016-09-11
"3055","BVA",912,4050,"Hollande",9,2016-09-09,2016-09-11
"3056","BVA",912,4050,"Macron",18.5,2016-09-09,2016-09-11
"3057","BVA",912,4050,"Bayrou",7,2016-09-09,2016-09-11
"3058","BVA",912,4050,"Sarkozy",19,2016-09-09,2016-09-11
"3059","BVA",912,4050,"Dupont-Aignan",5,2016-09-09,2016-09-11
"3060","BVA",912,4050,"Le Pen",25.5,2016-09-09,2016-09-11
"3061","BVA",912,4051,"_Abstention",30,2016-09-09,2016-09-11
"3062","BVA",912,4051,"Arthaud",0.5,2016-09-09,2016-09-11
"3063","BVA",912,4051,"Poutou",1.5,2016-09-09,2016-09-11
"3064","BVA",912,4051,"Mélenchon",12,2016-09-09,2016-09-11
"3065","BVA",912,4051,"Duflot",2,2016-09-09,2016-09-11
"3066","BVA",912,4051,"Montebourg",9,2016-09-09,2016-09-11
"3067","BVA",912,4051,"Juppé",38,2016-09-09,2016-09-11
"3068","BVA",912,4051,"Dupont-Aignan",7,2016-09-09,2016-09-11
"3069","BVA",912,4051,"Le Pen",30,2016-09-09,2016-09-11
"3070","BVA",912,4052,"_Abstention",30,2016-09-09,2016-09-11
"3071","BVA",912,4052,"Arthaud",1,2016-09-09,2016-09-11
"3072","BVA",912,4052,"Poutou",0.5,2016-09-09,2016-09-11
"3073","BVA",912,4052,"Mélenchon",13.5,2016-09-09,2016-09-11
"3074","BVA",912,4052,"Duflot",2.5,2016-09-09,2016-09-11
"3075","BVA",912,4052,"Montebourg",9,2016-09-09,2016-09-11
"3076","BVA",912,4052,"Bayrou",14,2016-09-09,2016-09-11
"3077","BVA",912,4052,"Sarkozy",24,2016-09-09,2016-09-11
"3078","BVA",912,4052,"Dupont-Aignan",6.5,2016-09-09,2016-09-11
"3079","BVA",912,4052,"Le Pen",29,2016-09-09,2016-09-11
"3080","Ifop-Fiducial",1903,4053,"Arthaud",1,2016-09-05,2016-09-07
"3081","Ifop-Fiducial",1903,4053,"Poutou",1.5,2016-09-05,2016-09-07
"3082","Ifop-Fiducial",1903,4053,"Mélenchon",13.5,2016-09-05,2016-09-07
"3083","Ifop-Fiducial",1903,4053,"Duflot",3,2016-09-05,2016-09-07
"3084","Ifop-Fiducial",1903,4053,"Hollande",14,2016-09-05,2016-09-07
"3085","Ifop-Fiducial",1903,4053,"Juppé",33,2016-09-05,2016-09-07
"3086","Ifop-Fiducial",1903,4053,"Dupont-Aignan",5,2016-09-05,2016-09-07
"3087","Ifop-Fiducial",1903,4053,"Le Pen",29,2016-09-05,2016-09-07
"3088","Ifop-Fiducial",1903,4053,"Cheminade",0,2016-09-05,2016-09-07
"3089","Ifop-Fiducial",1903,4054,"Arthaud",1,2016-09-05,2016-09-07
"3090","Ifop-Fiducial",1903,4054,"Poutou",1.5,2016-09-05,2016-09-07
"3091","Ifop-Fiducial",1903,4054,"Mélenchon",14,2016-09-05,2016-09-07
"3092","Ifop-Fiducial",1903,4054,"Duflot",3,2016-09-05,2016-09-07
"3093","Ifop-Fiducial",1903,4054,"Hollande",14.5,2016-09-05,2016-09-07
"3094","Ifop-Fiducial",1903,4054,"Bayrou",13,2016-09-05,2016-09-07
"3095","Ifop-Fiducial",1903,4054,"Sarkozy",22,2016-09-05,2016-09-07
"3096","Ifop-Fiducial",1903,4054,"Dupont-Aignan",5,2016-09-05,2016-09-07
"3097","Ifop-Fiducial",1903,4054,"Le Pen",26,2016-09-05,2016-09-07
"3098","Ifop-Fiducial",1903,4054,"Cheminade",0,2016-09-05,2016-09-07
"3099","Ifop-Fiducial",1903,4055,"Arthaud",1,2016-09-05,2016-09-07
"3100","Ifop-Fiducial",1903,4055,"Poutou",1.5,2016-09-05,2016-09-07
"3101","Ifop-Fiducial",1903,4055,"Mélenchon",14.5,2016-09-05,2016-09-07
"3102","Ifop-Fiducial",1903,4055,"Duflot",3,2016-09-05,2016-09-07
"3103","Ifop-Fiducial",1903,4055,"Hollande",15.5,2016-09-05,2016-09-07
"3104","Ifop-Fiducial",1903,4055,"Bayrou",12,2016-09-05,2016-09-07
"3105","Ifop-Fiducial",1903,4055,"Le Maire",17,2016-09-05,2016-09-07
"3106","Ifop-Fiducial",1903,4055,"Dupont-Aignan",5,2016-09-05,2016-09-07
"3107","Ifop-Fiducial",1903,4055,"Le Pen",30,2016-09-05,2016-09-07
"3108","Ifop-Fiducial",1903,4055,"Cheminade",0.5,2016-09-05,2016-09-07
"3109","Ifop-Fiducial",1903,4056,"Arthaud",1,2016-09-05,2016-09-07
"3110","Ifop-Fiducial",1903,4056,"Poutou",1.5,2016-09-05,2016-09-07
"3111","Ifop-Fiducial",1903,4056,"Mélenchon",12.5,2016-09-05,2016-09-07
"3112","Ifop-Fiducial",1903,4056,"Duflot",2.5,2016-09-05,2016-09-07
"3113","Ifop-Fiducial",1903,4056,"Hollande",10,2016-09-05,2016-09-07
"3114","Ifop-Fiducial",1903,4056,"Macron",15,2016-09-05,2016-09-07
"3115","Ifop-Fiducial",1903,4056,"Juppé",27,2016-09-05,2016-09-07
"3116","Ifop-Fiducial",1903,4056,"Dupont-Aignan",4,2016-09-05,2016-09-07
"3117","Ifop-Fiducial",1903,4056,"Le Pen",26,2016-09-05,2016-09-07
"3118","Ifop-Fiducial",1903,4056,"Cheminade",0.5,2016-09-05,2016-09-07
"3119","Ifop-Fiducial",1903,4057,"Arthaud",1,2016-09-05,2016-09-07
"3120","Ifop-Fiducial",1903,4057,"Poutou",1.5,2016-09-05,2016-09-07
"3121","Ifop-Fiducial",1903,4057,"Mélenchon",11,2016-09-05,2016-09-07
"3122","Ifop-Fiducial",1903,4057,"Duflot",2.5,2016-09-05,2016-09-07
"3123","Ifop-Fiducial",1903,4057,"Hollande",10,2016-09-05,2016-09-07
"3124","Ifop-Fiducial",1903,4057,"Montebourg",3.5,2016-09-05,2016-09-07
"3125","Ifop-Fiducial",1903,4057,"Macron",14,2016-09-05,2016-09-07
"3126","Ifop-Fiducial",1903,4057,"Juppé",26,2016-09-05,2016-09-07
"3127","Ifop-Fiducial",1903,4057,"Dupont-Aignan",4,2016-09-05,2016-09-07
"3128","Ifop-Fiducial",1903,4057,"Le Pen",26,2016-09-05,2016-09-07
"3129","Ifop-Fiducial",1903,4057,"Cheminade",0.5,2016-09-05,2016-09-07
"3130","Ifop-Fiducial",1903,4058,"Arthaud",1,2016-09-05,2016-09-07
"3131","Ifop-Fiducial",1903,4058,"Poutou",1.5,2016-09-05,2016-09-07
"3132","Ifop-Fiducial",1903,4058,"Mélenchon",11,2016-09-05,2016-09-07
"3133","Ifop-Fiducial",1903,4058,"Duflot",2.5,2016-09-05,2016-09-07
"3134","Ifop-Fiducial",1903,4058,"Hollande",10,2016-09-05,2016-09-07
"3135","Ifop-Fiducial",1903,4058,"Montebourg",4,2016-09-05,2016-09-07
"3136","Ifop-Fiducial",1903,4058,"Macron",15,2016-09-05,2016-09-07
"3137","Ifop-Fiducial",1903,4058,"Bayrou",9,2016-09-05,2016-09-07
"3138","Ifop-Fiducial",1903,4058,"Sarkozy",18,2016-09-05,2016-09-07
"3139","Ifop-Fiducial",1903,4058,"Dupont-Aignan",4,2016-09-05,2016-09-07
"3140","Ifop-Fiducial",1903,4058,"Le Pen",24,2016-09-05,2016-09-07
"3141","Ifop-Fiducial",1903,4058,"Cheminade",0,2016-09-05,2016-09-07
"3142","Ifop-Fiducial",1903,4059,"Arthaud",1,2016-09-05,2016-09-07
"3143","Ifop-Fiducial",1903,4059,"Poutou",1,2016-09-05,2016-09-07
"3144","Ifop-Fiducial",1903,4059,"Mélenchon",13.5,2016-09-05,2016-09-07
"3145","Ifop-Fiducial",1903,4059,"Duflot",3,2016-09-05,2016-09-07
"3146","Ifop-Fiducial",1903,4059,"Valls",8,2016-09-05,2016-09-07
"3147","Ifop-Fiducial",1903,4059,"Macron",16,2016-09-05,2016-09-07
"3148","Ifop-Fiducial",1903,4059,"Juppé",27,2016-09-05,2016-09-07
"3149","Ifop-Fiducial",1903,4059,"Dupont-Aignan",4,2016-09-05,2016-09-07
"3150","Ifop-Fiducial",1903,4059,"Le Pen",26,2016-09-05,2016-09-07
"3151","Ifop-Fiducial",1903,4059,"Cheminade",0.5,2016-09-05,2016-09-07
"3152","Ifop-Fiducial",1903,4060,"Arthaud",1,2016-09-05,2016-09-07
"3153","Ifop-Fiducial",1903,4060,"Poutou",1,2016-09-05,2016-09-07
"3154","Ifop-Fiducial",1903,4060,"Mélenchon",11.5,2016-09-05,2016-09-07
"3155","Ifop-Fiducial",1903,4060,"Duflot",3,2016-09-05,2016-09-07
"3156","Ifop-Fiducial",1903,4060,"Valls",7,2016-09-05,2016-09-07
"3157","Ifop-Fiducial",1903,4060,"Montebourg",5,2016-09-05,2016-09-07
"3158","Ifop-Fiducial",1903,4060,"Macron",14,2016-09-05,2016-09-07
"3159","Ifop-Fiducial",1903,4060,"Juppé",27,2016-09-05,2016-09-07
"3160","Ifop-Fiducial",1903,4060,"Dupont-Aignan",4,2016-09-05,2016-09-07
"3161","Ifop-Fiducial",1903,4060,"Le Pen",26,2016-09-05,2016-09-07
"3162","Ifop-Fiducial",1903,4060,"Cheminade",0.5,2016-09-05,2016-09-07
"3163","TNS Sofres",1006,4061,"_Abstention",25,2016-09-02,2016-09-05
"3164","TNS Sofres",1006,4061,"Arthaud",1.5,2016-09-02,2016-09-05
"3165","TNS Sofres",1006,4061,"Poutou",1.5,2016-09-02,2016-09-05
"3166","TNS Sofres",1006,4061,"Mélenchon",12,2016-09-02,2016-09-05
"3167","TNS Sofres",1006,4061,"Duflot",3,2016-09-02,2016-09-05
"3168","TNS Sofres",1006,4061,"Hollande",14,2016-09-02,2016-09-05
"3169","TNS Sofres",1006,4061,"Juppé",33,2016-09-02,2016-09-05
"3170","TNS Sofres",1006,4061,"Dupont-Aignan",6,2016-09-02,2016-09-05
"3171","TNS Sofres",1006,4061,"Le Pen",29,2016-09-02,2016-09-05
"3172","TNS Sofres",1006,4061,"Cheminade",0,2016-09-02,2016-09-05
"3173","TNS Sofres",1006,4062,"_Abstention",25,2016-09-02,2016-09-05
"3174","TNS Sofres",1006,4062,"Arthaud",1,2016-09-02,2016-09-05
"3175","TNS Sofres",1006,4062,"Poutou",2,2016-09-02,2016-09-05
"3176","TNS Sofres",1006,4062,"Mélenchon",12,2016-09-02,2016-09-05
"3177","TNS Sofres",1006,4062,"Duflot",2,2016-09-02,2016-09-05
"3178","TNS Sofres",1006,4062,"Hollande",13,2016-09-02,2016-09-05
"3179","TNS Sofres",1006,4062,"Bayrou",13,2016-09-02,2016-09-05
"3180","TNS Sofres",1006,4062,"Sarkozy",25,2016-09-02,2016-09-05
"3181","TNS Sofres",1006,4062,"Dupont-Aignan",5,2016-09-02,2016-09-05
"3182","TNS Sofres",1006,4062,"Le Pen",27,2016-09-02,2016-09-05
"3183","TNS Sofres",1006,4062,"Cheminade",0,2016-09-02,2016-09-05
"3184","TNS Sofres",1006,4063,"_Abstention",25,2016-09-02,2016-09-05
"3185","TNS Sofres",1006,4063,"Arthaud",1.5,2016-09-02,2016-09-05
"3186","TNS Sofres",1006,4063,"Poutou",2.5,2016-09-02,2016-09-05
"3187","TNS Sofres",1006,4063,"Mélenchon",13,2016-09-02,2016-09-05
"3188","TNS Sofres",1006,4063,"Duflot",4.5,2016-09-02,2016-09-05
"3189","TNS Sofres",1006,4063,"Hollande",15,2016-09-02,2016-09-05
"3190","TNS Sofres",1006,4063,"Sarkozy",27,2016-09-02,2016-09-05
"3191","TNS Sofres",1006,4063,"Dupont-Aignan",7,2016-09-02,2016-09-05
"3192","TNS Sofres",1006,4063,"Le Pen",29,2016-09-02,2016-09-05
"3193","TNS Sofres",1006,4063,"Cheminade",0.5,2016-09-02,2016-09-05
"3194","TNS Sofres",1006,4064,"_Abstention",25,2016-09-02,2016-09-05
"3195","TNS Sofres",1006,4064,"Arthaud",1,2016-09-02,2016-09-05
"3196","TNS Sofres",1006,4064,"Poutou",1.5,2016-09-02,2016-09-05
"3197","TNS Sofres",1006,4064,"Mélenchon",11.5,2016-09-02,2016-09-05
"3198","TNS Sofres",1006,4064,"Duflot",3,2016-09-02,2016-09-05
"3199","TNS Sofres",1006,4064,"Hollande",11,2016-09-02,2016-09-05
"3200","TNS Sofres",1006,4064,"Macron",15,2016-09-02,2016-09-05
"3201","TNS Sofres",1006,4064,"Juppé",25,2016-09-02,2016-09-05
"3202","TNS Sofres",1006,4064,"Dupont-Aignan",3.5,2016-09-02,2016-09-05
"3203","TNS Sofres",1006,4064,"Le Pen",28.5,2016-09-02,2016-09-05
"3204","TNS Sofres",1006,4064,"Cheminade",0,2016-09-02,2016-09-05
"3205","TNS Sofres",1006,4065,"_Abstention",25,2016-09-02,2016-09-05
"3206","TNS Sofres",1006,4065,"Arthaud",1,2016-09-02,2016-09-05
"3207","TNS Sofres",1006,4065,"Poutou",1,2016-09-02,2016-09-05
"3208","TNS Sofres",1006,4065,"Mélenchon",11,2016-09-02,2016-09-05
"3209","TNS Sofres",1006,4065,"Duflot",2,2016-09-02,2016-09-05
"3210","TNS Sofres",1006,4065,"Hollande",11,2016-09-02,2016-09-05
"3211","TNS Sofres",1006,4065,"Macron",16,2016-09-02,2016-09-05
"3212","TNS Sofres",1006,4065,"Bayrou",9,2016-09-02,2016-09-05
"3213","TNS Sofres",1006,4065,"Sarkozy",20,2016-09-02,2016-09-05
"3214","TNS Sofres",1006,4065,"Dupont-Aignan",3,2016-09-02,2016-09-05
"3215","TNS Sofres",1006,4065,"Le Pen",26,2016-09-02,2016-09-05
"3216","TNS Sofres",1006,4065,"Cheminade",0,2016-09-02,2016-09-05
"3217","TNS Sofres",1006,4066,"_Abstention",25,2016-09-02,2016-09-05
"3218","TNS Sofres",1006,4066,"Arthaud",1,2016-09-02,2016-09-05
"3219","TNS Sofres",1006,4066,"Poutou",1,2016-09-02,2016-09-05
"3220","TNS Sofres",1006,4066,"Mélenchon",12,2016-09-02,2016-09-05
"3221","TNS Sofres",1006,4066,"Duflot",3,2016-09-02,2016-09-05
"3222","TNS Sofres",1006,4066,"Hollande",12,2016-09-02,2016-09-05
"3223","TNS Sofres",1006,4066,"Macron",18,2016-09-02,2016-09-05
"3224","TNS Sofres",1006,4066,"Sarkozy",22,2016-09-02,2016-09-05
"3225","TNS Sofres",1006,4066,"Dupont-Aignan",4,2016-09-02,2016-09-05
"3226","TNS Sofres",1006,4066,"Le Pen",27,2016-09-02,2016-09-05
"3227","TNS Sofres",1006,4066,"Cheminade",0,2016-09-02,2016-09-05
"3228","TNS Sofres",1006,4067,"_Abstention",25,2016-09-02,2016-09-05
"3229","TNS Sofres",1006,4067,"Arthaud",1.5,2016-09-02,2016-09-05
"3230","TNS Sofres",1006,4067,"Poutou",2,2016-09-02,2016-09-05
"3231","TNS Sofres",1006,4067,"Mélenchon",11,2016-09-02,2016-09-05
"3232","TNS Sofres",1006,4067,"Duflot",3.5,2016-09-02,2016-09-05
"3233","TNS Sofres",1006,4067,"Montebourg",6,2016-09-02,2016-09-05
"3234","TNS Sofres",1006,4067,"Macron",16,2016-09-02,2016-09-05
"3235","TNS Sofres",1006,4067,"Juppé",27,2016-09-02,2016-09-05
"3236","TNS Sofres",1006,4067,"Dupont-Aignan",5,2016-09-02,2016-09-05
"3237","TNS Sofres",1006,4067,"Le Pen",27.5,2016-09-02,2016-09-05
"3238","TNS Sofres",1006,4067,"Cheminade",0.5,2016-09-02,2016-09-05
"3239","TNS Sofres",1006,4068,"_Abstention",25,2016-09-02,2016-09-05
"3240","TNS Sofres",1006,4068,"Arthaud",1.5,2016-09-02,2016-09-05
"3241","TNS Sofres",1006,4068,"Poutou",1,2016-09-02,2016-09-05
"3242","TNS Sofres",1006,4068,"Mélenchon",10,2016-09-02,2016-09-05
"3243","TNS Sofres",1006,4068,"Duflot",3,2016-09-02,2016-09-05
"3244","TNS Sofres",1006,4068,"Montebourg",5,2016-09-02,2016-09-05
"3245","TNS Sofres",1006,4068,"Macron",18,2016-09-02,2016-09-05
"3246","TNS Sofres",1006,4068,"Bayrou",8,2016-09-02,2016-09-05
"3247","TNS Sofres",1006,4068,"Sarkozy",22,2016-09-02,2016-09-05
"3248","TNS Sofres",1006,4068,"Dupont-Aignan",4,2016-09-02,2016-09-05
"3249","TNS Sofres",1006,4068,"Le Pen",27,2016-09-02,2016-09-05
"3250","TNS Sofres",1006,4068,"Cheminade",0.5,2016-09-02,2016-09-05
"3251","TNS Sofres",1006,4069,"_Abstention",25,2016-09-02,2016-09-05
"3252","TNS Sofres",1006,4069,"Arthaud",2,2016-09-02,2016-09-05
"3253","TNS Sofres",1006,4069,"Poutou",2,2016-09-02,2016-09-05
"3254","TNS Sofres",1006,4069,"Mélenchon",11,2016-09-02,2016-09-05
"3255","TNS Sofres",1006,4069,"Duflot",4,2016-09-02,2016-09-05
"3256","TNS Sofres",1006,4069,"Montebourg",7,2016-09-02,2016-09-05
"3257","TNS Sofres",1006,4069,"Macron",20,2016-09-02,2016-09-05
"3258","TNS Sofres",1006,4069,"Sarkozy",22,2016-09-02,2016-09-05
"3259","TNS Sofres",1006,4069,"Dupont-Aignan",4,2016-09-02,2016-09-05
"3260","TNS Sofres",1006,4069,"Le Pen",27,2016-09-02,2016-09-05
"3261","TNS Sofres",1006,4069,"Cheminade",1,2016-09-02,2016-09-05
"3262","BVA",936,4070,"_Abstention",31,2016-07-08,2016-07-10
"3263","BVA",936,4070,"Arthaud",1,2016-07-08,2016-07-10
"3264","BVA",936,4070,"Poutou",1.5,2016-07-08,2016-07-10
"3265","BVA",936,4070,"Mélenchon",13.5,2016-07-08,2016-07-10
"3266","BVA",936,4070,"Duflot",2,2016-07-08,2016-07-10
"3267","BVA",936,4070,"Hollande",13.5,2016-07-08,2016-07-10
"3268","BVA",936,4070,"Juppé",36,2016-07-08,2016-07-10
"3269","BVA",936,4070,"Dupont-Aignan",4.5,2016-07-08,2016-07-10
"3270","BVA",936,4070,"Le Pen",28,2016-07-08,2016-07-10
"3271","BVA",936,4071,"_Abstention",31,2016-07-08,2016-07-10
"3272","BVA",936,4071,"Arthaud",1,2016-07-08,2016-07-10
"3273","BVA",936,4071,"Poutou",1,2016-07-08,2016-07-10
"3274","BVA",936,4071,"Mélenchon",13,2016-07-08,2016-07-10
"3275","BVA",936,4071,"Duflot",2,2016-07-08,2016-07-10
