date,president,pollster,N,method,p_approve,p_disapprove,term_id,pollster_id,method_id,president_id,y,year,date_first_round,date_second_round,date_next_first_round,three_weeks,month,years,bloc,bloc_id
2004-07-26,chirac2,Kantar,921,face to face,0.37,0.61,2,6,1,5,340,2002,2002-04-21,2002-05-05,2007-04-22,39,7,3,Droite,5
2004-08-18,chirac2,Ifop,915,phone,0.49,0.48,2,4,4,5,448,2002,2002-04-21,2002-05-05,2007-04-22,40,8,3,Droite,5
2004-08-20,chirac2,Ipsos,1080,phone,0.49,0.46,2,5,4,5,529,2002,2002-04-21,2002-05-05,2007-04-22,40,8,3,Droite,5
2004-08-26,chirac2,Kantar,1062,face to face,0.36,0.62,2,6,1,5,382,2002,2002-04-21,2002-05-05,2007-04-22,41,8,3,Droite,5
2004-09-16,chirac2,Ifop,1092,phone,0.43,0.53,2,4,4,5,469,2002,2002-04-21,2002-05-05,2007-04-22,42,9,3,Droite,5
2004-09-18,chirac2,BVA,1043,phone,0.54,0.37,2,1,4,5,563,2002,2002-04-21,2002-05-05,2007-04-22,42,9,3,Droite,5
2004-09-20,chirac2,Kantar,992,face to face,0.36,0.61,2,6,1,5,357,2002,2002-04-21,2002-05-05,2007-04-22,42,9,3,Droite,5
2004-09-25,chirac2,Ipsos,1049,phone,0.54,0.4,2,5,4,5,566,2002,2002-04-21,2002-05-05,2007-04-22,42,9,3,Droite,5
2004-10-11,chirac2,Ipsos,981,phone,0.53,0.41,2,5,4,5,519,2002,2002-04-21,2002-05-05,2007-04-22,43,10,3,Droite,5
2004-10-15,chirac2,BVA,1067,phone,0.53,0.39,2,1,4,5,565,2002,2002-04-21,2002-05-05,2007-04-22,43,10,3,Droite,5
2004-10-20,chirac2,Ifop,946,phone,0.41,0.56,2,4,4,5,387,2002,2002-04-21,2002-05-05,2007-04-22,43,10,3,Droite,5
2004-10-25,chirac2,Kantar,1086,face to face,0.36,0.62,2,6,1,5,390,2002,2002-04-21,2002-05-05,2007-04-22,44,10,3,Droite,5
2004-11-15,chirac2,Ipsos,1097,phone,0.52,0.43,2,5,4,5,570,2002,2002-04-21,2002-05-05,2007-04-22,45,11,3,Droite,5
2004-11-18,chirac2,BVA,1070,phone,0.54,0.39,2,1,4,5,577,2002,2002-04-21,2002-05-05,2007-04-22,45,11,3,Droite,5
2004-11-19,chirac2,Ifop,958,phone,0.48,0.48,2,4,4,5,459,2002,2002-04-21,2002-05-05,2007-04-22,45,11,3,Droite,5
2004-11-20,chirac2,Kantar,963,face to face,0.38,0.6,2,6,1,5,365,2002,2002-04-21,2002-05-05,2007-04-22,45,11,3,Droite,5
2004-12-15,chirac2,BVA,1080,phone,0.57,0.36,2,1,4,5,615,2002,2002-04-21,2002-05-05,2007-04-22,46,12,3,Droite,5
2004-12-18,chirac2,Ifop,980,phone,0.5,0.47,2,4,4,5,490,2002,2002-04-21,2002-05-05,2007-04-22,46,12,3,Droite,5
2004-12-18,chirac2,Ipsos,963,phone,0.54,0.4,2,5,4,5,520,2002,2002-04-21,2002-05-05,2007-04-22,46,12,3,Droite,5
2004-12-24,chirac2,Kantar,955,face to face,0.41,0.56,2,6,1,5,391,2002,2002-04-21,2002-05-05,2007-04-22,46,12,3,Droite,5
2005-01-15,chirac2,Ifop,1053,phone,0.49,0.49,2,4,4,5,515,2002,2002-04-21,2002-05-05,2007-04-22,47,1,4,Droite,5
2005-01-22,chirac2,BVA,1035,phone,0.55,0.37,2,1,4,5,569,2002,2002-04-21,2002-05-05,2007-04-22,48,1,4,Droite,5
2005-01-24,chirac2,Ipsos,917,phone,0.53,0.4,2,5,4,5,486,2002,2002-04-21,2002-05-05,2007-04-22,48,1,4,Droite,5
2005-01-24,chirac2,Kantar,1039,face to face,0.37,0.59,2,6,1,5,384,2002,2002-04-21,2002-05-05,2007-04-22,48,1,4,Droite,5
2005-02-15,chirac2,Ipsos,960,phone,0.49,0.43,2,5,4,5,470,2002,2002-04-21,2002-05-05,2007-04-22,49,2,4,Droite,5
2005-02-17,chirac2,Ifop,938,phone,0.47,0.48,2,4,4,5,440,2002,2002-04-21,2002-05-05,2007-04-22,49,2,4,Droite,5
2005-02-22,chirac2,Kantar,917,face to face,0.36,0.61,2,6,1,5,330,2002,2002-04-21,2002-05-05,2007-04-22,49,2,4,Droite,5
2005-02-26,chirac2,BVA,1076,phone,0.5,0.4,2,1,4,5,538,2002,2002-04-21,2002-05-05,2007-04-22,49,2,4,Droite,5
2005-03-16,chirac2,Ifop,978,phone,0.42,0.54,2,4,4,5,410,2002,2002-04-21,2002-05-05,2007-04-22,50,3,4,Droite,5
2005-03-22,chirac2,Ipsos,1063,phone,0.49,0.44,2,5,4,5,520,2002,2002-04-21,2002-05-05,2007-04-22,51,3,4,Droite,5
2005-03-23,chirac2,Kantar,1074,face to face,0.36,0.62,2,6,1,5,386,2002,2002-04-21,2002-05-05,2007-04-22,51,3,4,Droite,5
2005-03-24,chirac2,BVA,937,phone,0.5,0.45,2,1,4,5,468,2002,2002-04-21,2002-05-05,2007-04-22,51,3,4,Droite,5
2005-04-16,chirac2,Ifop,1089,phone,0.45,0.52,2,4,4,5,490,2002,2002-04-21,2002-05-05,2007-04-22,52,4,4,Droite,5
2005-04-19,chirac2,BVA,990,phone,0.48,0.46,2,1,4,5,475,2002,2002-04-21,2002-05-05,2007-04-22,52,4,4,Droite,5
2005-04-25,chirac2,Ipsos,1030,phone,0.48,0.49,2,5,4,5,494,2002,2002-04-21,2002-05-05,2007-04-22,52,4,4,Droite,5
2005-04-26,chirac2,Kantar,1052,face to face,0.32,0.66,2,6,1,5,336,2002,2002-04-21,2002-05-05,2007-04-22,52,4,4,Droite,5
2005-05-15,chirac2,Ifop,1026,phone,0.4,0.59,2,4,4,5,410,2002,2002-04-21,2002-05-05,2007-04-22,53,5,4,Droite,5
2005-05-20,chirac2,BVA,1001,phone,0.39,0.56,2,1,4,5,390,2002,2002-04-21,2002-05-05,2007-04-22,53,5,4,Droite,5
2005-05-24,chirac2,Ipsos,1002,phone,0.47,0.51,2,5,4,5,470,2002,2002-04-21,2002-05-05,2007-04-22,54,5,4,Droite,5
2005-05-28,chirac2,Kantar,1081,face to face,0.24,0.74,2,6,1,5,259,2002,2002-04-21,2002-05-05,2007-04-22,54,5,4,Droite,5
2005-06-15,chirac2,BVA,956,phone,0.35,0.59,2,1,4,5,334,2002,2002-04-21,2002-05-05,2007-04-22,55,6,4,Droite,5
2005-06-20,chirac2,Ifop,1030,phone,0.28,0.7,2,4,4,5,288,2002,2002-04-21,2002-05-05,2007-04-22,55,6,4,Droite,5
2005-06-24,chirac2,Ipsos,909,phone,0.27,0.69,2,5,4,5,245,2002,2002-04-21,2002-05-05,2007-04-22,55,6,4,Droite,5
2005-06-24,chirac2,Kantar,927,face to face,0.21,0.77,2,6,1,5,194,2002,2002-04-21,2002-05-05,2007-04-22,55,6,4,Droite,5
2005-07-13,chirac2,Ipsos,1060,phone,0.32,0.63,2,5,4,5,339,2002,2002-04-21,2002-05-05,2007-04-22,56,7,4,Droite,5
2005-07-16,chirac2,Ifop,959,phone,0.32,0.66,2,4,4,5,306,2002,2002-04-21,2002-05-05,2007-04-22,56,7,4,Droite,5
2005-07-25,chirac2,BVA,1004,phone,0.36,0.56,2,1,4,5,361,2002,2002-04-21,2002-05-05,2007-04-22,57,7,4,Droite,5
2005-07-25,chirac2,Kantar,911,face to face,0.28,0.69,2,6,1,5,255,2002,2002-04-21,2002-05-05,2007-04-22,57,7,4,Droite,5
2005-08-15,chirac2,Ifop,1048,phone,0.35,0.64,2,4,4,5,366,2002,2002-04-21,2002-05-05,2007-04-22,58,8,4,Droite,5
2005-08-21,chirac2,Ipsos,966,phone,0.39,0.55,2,5,4,5,376,2002,2002-04-21,2002-05-05,2007-04-22,58,8,4,Droite,5
2005-08-27,chirac2,Kantar,1036,face to face,0.26,0.71,2,6,1,5,269,2002,2002-04-21,2002-05-05,2007-04-22,58,8,4,Droite,5
2005-09-17,chirac2,BVA,1070,phone,0.46,0.47,2,1,4,5,492,2002,2002-04-21,2002-05-05,2007-04-22,59,9,4,Droite,5
2005-09-17,chirac2,Ifop,1035,phone,0.37,0.61,2,4,4,5,382,2002,2002-04-21,2002-05-05,2007-04-22,59,9,4,Droite,5
2005-09-23,chirac2,Ipsos,915,phone,0.42,0.53,2,5,4,5,384,2002,2002-04-21,2002-05-05,2007-04-22,59,9,4,Droite,5
2005-09-24,chirac2,Kantar,901,face to face,0.26,0.72,2,6,1,5,234,2002,2002-04-21,2002-05-05,2007-04-22,59,9,4,Droite,5
2005-10-16,chirac2,Ifop,951,phone,0.38,0.61,2,4,4,5,361,2002,2002-04-21,2002-05-05,2007-04-22,61,10,4,Droite,5
2005-10-19,chirac2,Ipsos,1009,phone,0.33,0.62,2,5,4,5,332,2002,2002-04-21,2002-05-05,2007-04-22,61,10,4,Droite,5
2005-10-20,chirac2,Kantar,1028,face to face,0.24,0.74,2,6,1,5,246,2002,2002-04-21,2002-05-05,2007-04-22,61,10,4,Droite,5
2005-10-23,chirac2,BVA,972,phone,0.39,0.54,2,1,4,5,379,2002,2002-04-21,2002-05-05,2007-04-22,61,10,4,Droite,5
2005-11-18,chirac2,Ifop,935,phone,0.35,0.64,2,4,4,5,327,2002,2002-04-21,2002-05-05,2007-04-22,62,11,4,Droite,5
2005-11-24,chirac2,Ipsos,937,phone,0.39,0.58,2,5,4,5,365,2002,2002-04-21,2002-05-05,2007-04-22,62,11,4,Droite,5
2005-11-24,chirac2,Kantar,937,face to face,0.26,0.72,2,6,1,5,243,2002,2002-04-21,2002-05-05,2007-04-22,62,11,4,Droite,5
2005-11-27,chirac2,BVA,904,phone,0.39,0.54,2,1,4,5,352,2002,2002-04-21,2002-05-05,2007-04-22,63,11,4,Droite,5
2005-12-13,chirac2,Ipsos,975,phone,0.4,0.53,2,5,4,5,390,2002,2002-04-21,2002-05-05,2007-04-22,63,12,4,Droite,5
2005-12-16,chirac2,Ifop,935,phone,0.33,0.65,2,4,4,5,308,2002,2002-04-21,2002-05-05,2007-04-22,63,12,4,Droite,5
2005-12-22,chirac2,Kantar,1064,face to face,0.21,0.77,2,6,1,5,223,2002,2002-04-21,2002-05-05,2007-04-22,64,12,4,Droite,5
2005-12-28,chirac2,BVA,1052,phone,0.36,0.55,2,1,4,5,378,2002,2002-04-21,2002-05-05,2007-04-22,64,12,4,Droite,5
2006-01-16,chirac2,Ifop,905,phone,0.37,0.61,2,4,4,5,334,2002,2002-04-21,2002-05-05,2007-04-22,65,1,5,Droite,5
2006-01-17,chirac2,Ipsos,987,phone,0.38,0.57,2,5,4,5,375,2002,2002-04-21,2002-05-05,2007-04-22,65,1,5,Droite,5
2006-01-19,chirac2,BVA,1043,phone,0.4,0.52,2,1,4,5,417,2002,2002-04-21,2002-05-05,2007-04-22,65,1,5,Droite,5
2006-01-24,chirac2,Kantar,911,face to face,0.21,0.77,2,6,1,5,191,2002,2002-04-21,2002-05-05,2007-04-22,65,1,5,Droite,5
2006-02-18,chirac2,BVA,953,phone,0.39,0.53,2,1,4,5,371,2002,2002-04-21,2002-05-05,2007-04-22,66,2,5,Droite,5
2006-02-19,chirac2,Ipsos,971,phone,0.41,0.56,2,5,4,5,398,2002,2002-04-21,2002-05-05,2007-04-22,67,2,5,Droite,5
2006-02-20,chirac2,Ifop,971,phone,0.37,0.61,2,4,4,5,359,2002,2002-04-21,2002-05-05,2007-04-22,67,2,5,Droite,5
2006-02-26,chirac2,Kantar,933,face to face,0.23,0.75,2,6,1,5,214,2002,2002-04-21,2002-05-05,2007-04-22,67,2,5,Droite,5
2006-03-17,chirac2,Ifop,982,phone,0.39,0.6,2,4,4,5,382,2002,2002-04-21,2002-05-05,2007-04-22,68,3,5,Droite,5
2006-03-21,chirac2,Ipsos,1062,phone,0.4,0.57,2,5,4,5,424,2002,2002-04-21,2002-05-05,2007-04-22,68,3,5,Droite,5
2006-03-27,chirac2,Kantar,914,face to face,0.2,0.78,2,6,1,5,182,2002,2002-04-21,2002-05-05,2007-04-22,68,3,5,Droite,5
2006-04-11,chirac2,Ipsos,1097,phone,0.29,0.67,2,5,4,5,318,2002,2002-04-21,2002-05-05,2007-04-22,69,4,5,Droite,5
2006-04-17,chirac2,Ifop,905,phone,0.29,0.7,2,4,4,5,262,2002,2002-04-21,2002-05-05,2007-04-22,69,4,5,Droite,5
2006-04-26,chirac2,BVA,1055,phone,0.36,0.56,2,1,4,5,379,2002,2002-04-21,2002-05-05,2007-04-22,70,4,5,Droite,5
2006-04-28,chirac2,Kantar,1031,face to face,0.19,0.8,2,6,1,5,195,2002,2002-04-21,2002-05-05,2007-04-22,70,4,5,Droite,5
2006-05-16,chirac2,Ifop,964,phone,0.29,0.7,2,4,4,5,279,2002,2002-04-21,2002-05-05,2007-04-22,71,5,5,Droite,5
2006-05-17,chirac2,Ipsos,1068,phone,0.32,0.65,2,5,4,5,341,2002,2002-04-21,2002-05-05,2007-04-22,71,5,5,Droite,5
2006-05-25,chirac2,Kantar,991,face to face,0.17,0.81,2,6,1,5,168,2002,2002-04-21,2002-05-05,2007-04-22,71,5,5,Droite,5
2006-05-26,chirac2,BVA,1096,phone,0.32,0.58,2,1,4,5,350,2002,2002-04-21,2002-05-05,2007-04-22,71,5,5,Droite,5
2006-06-18,chirac2,Ifop,927,phone,0.27,0.7,2,4,4,5,250,2002,2002-04-21,2002-05-05,2007-04-22,72,6,5,Droite,5
2006-06-18,chirac2,Ipsos,1023,phone,0.32,0.64,2,5,4,5,327,2002,2002-04-21,2002-05-05,2007-04-22,72,6,5,Droite,5
2006-06-21,chirac2,Kantar,1092,face to face,0.16,0.81,2,6,1,5,174,2002,2002-04-21,2002-05-05,2007-04-22,72,6,5,Droite,5
2006-06-27,chirac2,BVA,972,phone,0.35,0.57,2,1,4,5,340,2002,2002-04-21,2002-05-05,2007-04-22,73,6,5,Droite,5
2006-07-16,chirac2,Ifop,958,phone,0.38,0.61,2,4,4,5,364,2002,2002-04-21,2002-05-05,2007-04-22,74,7,5,Droite,5
2006-07-22,chirac2,Kantar,993,face to face,0.21,0.77,2,6,1,5,208,2002,2002-04-21,2002-05-05,2007-04-22,74,7,5,Droite,5
2006-07-23,chirac2,Ipsos,984,phone,0.38,0.58,2,5,4,5,373,2002,2002-04-21,2002-05-05,2007-04-22,74,7,5,Droite,5
2006-08-15,chirac2,Ifop,1074,phone,0.36,0.63,2,4,4,5,386,2002,2002-04-21,2002-05-05,2007-04-22,75,8,5,Droite,5
2006-08-24,chirac2,Kantar,1019,face to face,0.25,0.73,2,6,1,5,254,2002,2002-04-21,2002-05-05,2007-04-22,75,8,5,Droite,5
2006-08-26,chirac2,Ipsos,904,phone,0.41,0.55,2,5,4,5,370,2002,2002-04-21,2002-05-05,2007-04-22,75,8,5,Droite,5
2006-09-20,chirac2,Ifop,1022,phone,0.38,0.61,2,4,4,5,388,2002,2002-04-21,2002-05-05,2007-04-22,77,9,5,Droite,5
2006-09-24,chirac2,Ipsos,956,phone,0.41,0.55,2,5,4,5,391,2002,2002-04-21,2002-05-05,2007-04-22,77,9,5,Droite,5
2006-09-24,chirac2,Kantar,1084,face to face,0.24,0.74,2,6,1,5,260,2002,2002-04-21,2002-05-05,2007-04-22,77,9,5,Droite,5
2006-10-18,chirac2,Ipsos,1038,phone,0.42,0.55,2,5,4,5,435,2002,2002-04-21,2002-05-05,2007-04-22,78,10,5,Droite,5
2006-10-19,chirac2,Ifop,1100,phone,0.38,0.61,2,4,4,5,418,2002,2002-04-21,2002-05-05,2007-04-22,78,10,5,Droite,5
2006-10-23,chirac2,Kantar,1084,face to face,0.24,0.74,2,6,1,5,260,2002,2002-04-21,2002-05-05,2007-04-22,78,10,5,Droite,5
2006-10-28,chirac2,BVA,1034,phone,0.4,0.49,2,1,4,5,413,2002,2002-04-21,2002-05-05,2007-04-22,78,10,5,Droite,5
2006-11-17,chirac2,Ifop,971,phone,0.36,0.63,2,4,4,5,349,2002,2002-04-21,2002-05-05,2007-04-22,79,11,5,Droite,5
2006-11-23,chirac2,Ipsos,1079,phone,0.45,0.53,2,5,4,5,485,2002,2002-04-21,2002-05-05,2007-04-22,80,11,5,Droite,5
2006-11-24,chirac2,BVA,900,phone,0.43,0.49,2,1,4,5,387,2002,2002-04-21,2002-05-05,2007-04-22,80,11,5,Droite,5
2006-11-25,chirac2,Kantar,1037,face to face,0.25,0.73,2,6,1,5,259,2002,2002-04-21,2002-05-05,2007-04-22,80,11,5,Droite,5
2006-12-19,chirac2,Ifop,941,phone,0.38,0.61,2,4,4,5,357,2002,2002-04-21,2002-05-05,2007-04-22,81,12,5,Droite,5
2006-12-20,chirac2,Kantar,1091,face to face,0.23,0.75,2,6,1,5,250,2002,2002-04-21,2002-05-05,2007-04-22,81,12,5,Droite,5
2006-12-24,chirac2,Ipsos,1036,phone,0.46,0.51,2,5,4,5,476,2002,2002-04-21,2002-05-05,2007-04-22,81,12,5,Droite,5
2007-01-15,chirac2,Ifop,1041,phone,0.41,0.57,2,4,4,5,426,2002,2002-04-21,2002-05-05,2007-04-22,82,1,6,Droite,5
2007-01-20,chirac2,Ipsos,1018,phone,0.41,0.56,2,5,4,5,417,2002,2002-04-21,2002-05-05,2007-04-22,82,1,6,Droite,5
2007-01-20,chirac2,Kantar,1098,face to face,0.25,0.72,2,6,1,5,274,2002,2002-04-21,2002-05-05,2007-04-22,82,1,6,Droite,5
2007-02-15,chirac2,Ifop,1013,phone,0.43,0.56,2,4,4,5,435,2002,2002-04-21,2002-05-05,2007-04-22,84,2,6,Droite,5
2007-02-22,chirac2,Ipsos,1024,phone,0.46,0.5,2,5,4,5,471,2002,2002-04-21,2002-05-05,2007-04-22,84,2,6,Droite,5
2007-02-22,chirac2,Kantar,1013,face to face,0.29,0.69,2,6,1,5,293,2002,2002-04-21,2002-05-05,2007-04-22,84,2,6,Droite,5
2007-03-15,chirac2,Ifop,1026,phone,0.46,0.53,2,4,4,5,471,2002,2002-04-21,2002-05-05,2007-04-22,85,3,6,Droite,5
2007-03-24,chirac2,Kantar,950,face to face,0.3,0.67,2,6,1,5,285,2002,2002-04-21,2002-05-05,2007-04-22,85,3,6,Droite,5
2007-03-25,chirac2,Ipsos,992,phone,0.53,0.45,2,5,4,5,525,2002,2002-04-21,2002-05-05,2007-04-22,86,3,6,Droite,5
2007-04-15,chirac2,Ifop,969,phone,0.47,0.52,2,4,4,5,455,2002,2002-04-21,2002-05-05,2007-04-22,87,4,6,Droite,5
2007-04-22,chirac2,Ipsos,1011,phone,0.53,0.45,2,5,4,5,535,2002,2002-04-21,2002-05-05,2007-04-22,87,4,6,Droite,5
2007-04-25,chirac2,Kantar,904,face to face,0.3,0.64,2,6,1,5,271,2002,2002-04-21,2002-05-05,2007-04-22,87,4,6,Droite,5
2007-05-16,sarkozy,Ifop,1001,phone,0.65,0.31,1,4,4,6,650,2007,2007-04-22,2007-05-06,2012-04-22,1,5,1,Droite,5
2007-05-20,sarkozy,Kantar,982,face to face,0.63,0.34,1,6,1,6,618,2007,2007-04-22,2007-05-06,2012-04-22,1,5,1,Droite,5
2007-05-24,sarkozy,Ipsos,1086,phone,0.64,0.24,1,5,4,6,695,2007,2007-04-22,2007-05-06,2012-04-22,1,5,1,Droite,5
2007-06-20,sarkozy,Ifop,1003,phone,0.65,0.34,1,4,4,6,651,2007,2007-04-22,2007-05-06,2012-04-22,3,6,1,Droite,5
2007-06-20,sarkozy,Kantar,943,face to face,0.65,0.31,1,6,1,6,612,2007,2007-04-22,2007-05-06,2012-04-22,3,6,1,Droite,5
2007-06-22,sarkozy,Ipsos,912,phone,0.61,0.31,1,5,4,6,556,2007,2007-04-22,2007-05-06,2012-04-22,3,6,1,Droite,5
2007-07-18,sarkozy,Ifop,1046,phone,0.66,0.3,1,4,4,6,690,2007,2007-04-22,2007-05-06,2012-04-22,4,7,1,Droite,5
2007-07-23,sarkozy,Ipsos,936,phone,0.66,0.25,1,5,4,6,617,2007,2007-04-22,2007-05-06,2012-04-22,4,7,1,Droite,5
2007-07-25,sarkozy,Kantar,908,face to face,0.64,0.33,1,6,1,6,581,2007,2007-04-22,2007-05-06,2012-04-22,4,7,1,Droite,5
2007-08-17,sarkozy,Ifop,907,phone,0.69,0.29,1,4,4,6,625,2007,2007-04-22,2007-05-06,2012-04-22,5,8,1,Droite,5
2007-08-20,sarkozy,Kantar,950,face to face,0.64,0.32,1,6,1,6,608,2007,2007-04-22,2007-05-06,2012-04-22,6,8,1,Droite,5
2007-08-27,sarkozy,Ipsos,1067,phone,0.61,0.3,1,5,4,6,650,2007,2007-04-22,2007-05-06,2012-04-22,6,8,1,Droite,5
2007-09-15,sarkozy,BVA,926,phone,0.57,0.33,1,1,4,6,527,2007,2007-04-22,2007-05-06,2012-04-22,7,9,1,Droite,5
2007-09-18,sarkozy,Ipsos,982,phone,0.64,0.3,1,5,4,6,628,2007,2007-04-22,2007-05-06,2012-04-22,7,9,1,Droite,5
2007-09-19,sarkozy,Ifop,918,phone,0.61,0.36,1,4,4,6,559,2007,2007-04-22,2007-05-06,2012-04-22,7,9,1,Droite,5
2007-09-27,sarkozy,Kantar,984,face to face,0.57,0.4,1,6,1,6,560,2007,2007-04-22,2007-05-06,2012-04-22,7,9,1,Droite,5
2007-10-13,sarkozy,Ipsos,1052,phone,0.63,0.34,1,5,4,6,662,2007,2007-04-22,2007-05-06,2012-04-22,8,10,1,Droite,5
2007-10-17,sarkozy,BVA,1077,phone,0.55,0.37,1,1,4,6,592,2007,2007-04-22,2007-05-06,2012-04-22,8,10,1,Droite,5
2007-10-18,sarkozy,Ifop,904,phone,0.59,0.39,1,4,4,6,533,2007,2007-04-22,2007-05-06,2012-04-22,8,10,1,Droite,5
2007-10-20,sarkozy,Kantar,1016,face to face,0.53,0.42,1,6,1,6,538,2007,2007-04-22,2007-05-06,2012-04-22,8,10,1,Droite,5
2007-11-17,sarkozy,Ifop,1060,phone,0.55,0.44,1,4,4,6,583,2007,2007-04-22,2007-05-06,2012-04-22,10,11,1,Droite,5
2007-11-19,sarkozy,Ipsos,1091,phone,0.58,0.39,1,5,4,6,632,2007,2007-04-22,2007-05-06,2012-04-22,10,11,1,Droite,5
2007-11-23,sarkozy,BVA,914,phone,0.55,0.38,1,1,4,6,502,2007,2007-04-22,2007-05-06,2012-04-22,10,11,1,Droite,5
2007-11-24,sarkozy,Kantar,1091,face to face,0.49,0.49,1,6,1,6,534,2007,2007-04-22,2007-05-06,2012-04-22,10,11,1,Droite,5
2007-12-16,sarkozy,Ifop,942,phone,0.52,0.47,1,4,4,6,489,2007,2007-04-22,2007-05-06,2012-04-22,11,12,1,Droite,5
2007-12-20,sarkozy,Ipsos,933,phone,0.55,0.41,1,5,4,6,513,2007,2007-04-22,2007-05-06,2012-04-22,11,12,1,Droite,5
2007-12-24,sarkozy,Kantar,950,face to face,0.49,0.48,1,6,1,6,465,2007,2007-04-22,2007-05-06,2012-04-22,12,12,1,Droite,5
2007-12-25,sarkozy,BVA,1070,phone,0.51,0.43,1,1,4,6,545,2007,2007-04-22,2007-05-06,2012-04-22,12,12,1,Droite,5
2008-01-16,sarkozy,Ifop,1020,phone,0.47,0.52,1,4,4,6,479,2007,2007-04-22,2007-05-06,2012-04-22,13,1,2,Droite,5
2008-01-18,sarkozy,Ipsos,1004,phone,0.49,0.49,1,5,4,6,491,2007,2007-04-22,2007-05-06,2012-04-22,13,1,2,Droite,5
2008-01-21,sarkozy,Kantar,974,face to face,0.41,0.55,1,6,1,6,399,2007,2007-04-22,2007-05-06,2012-04-22,13,1,2,Droite,5
2008-01-24,sarkozy,BVA,936,phone,0.45,0.48,1,1,4,6,421,2007,2007-04-22,2007-05-06,2012-04-22,13,1,2,Droite,5
2008-02-18,sarkozy,BVA,1078,phone,0.36,0.58,1,1,4,6,388,2007,2007-04-22,2007-05-06,2012-04-22,14,2,2,Droite,5
2008-02-20,sarkozy,Ifop,924,phone,0.38,0.62,1,4,4,6,351,2007,2007-04-22,2007-05-06,2012-04-22,14,2,2,Droite,5
2008-02-21,sarkozy,Kantar,1087,face to face,0.37,0.61,1,6,1,6,402,2007,2007-04-22,2007-05-06,2012-04-22,14,2,2,Droite,5
2008-02-27,sarkozy,Ipsos,975,phone,0.39,0.58,1,5,4,6,380,2007,2007-04-22,2007-05-06,2012-04-22,15,2,2,Droite,5
2008-03-16,sarkozy,Ipsos,941,phone,0.41,0.56,1,5,4,6,385,2007,2007-04-22,2007-05-06,2012-04-22,16,3,2,Droite,5
2008-03-17,sarkozy,Ifop,1010,phone,0.37,0.63,1,4,4,6,373,2007,2007-04-22,2007-05-06,2012-04-22,16,3,2,Droite,5
2008-03-25,sarkozy,Kantar,911,face to face,0.37,0.6,1,6,1,6,337,2007,2007-04-22,2007-05-06,2012-04-22,16,3,2,Droite,5
2008-03-30,sarkozy,BVA,955,phone,0.4,0.55,1,1,4,6,382,2007,2007-04-22,2007-05-06,2012-04-22,16,3,2,Droite,5
2008-04-15,sarkozy,Ipsos,972,phone,0.4,0.57,1,5,4,6,388,2007,2007-04-22,2007-05-06,2012-04-22,17,4,2,Droite,5
2008-04-17,sarkozy,Ifop,919,phone,0.36,0.64,1,4,4,6,330,2007,2007-04-22,2007-05-06,2012-04-22,17,4,2,Droite,5
2008-04-20,sarkozy,BVA,990,phone,0.32,0.64,1,1,4,6,316,2007,2007-04-22,2007-05-06,2012-04-22,17,4,2,Droite,5
2008-04-21,sarkozy,Kantar,997,face to face,0.32,0.66,1,6,1,6,319,2007,2007-04-22,2007-05-06,2012-04-22,17,4,2,Droite,5
2008-05-18,sarkozy,Ifop,1056,phone,0.35,0.64,1,4,4,6,369,2007,2007-04-22,2007-05-06,2012-04-22,19,5,2,Droite,5
2008-05-23,sarkozy,BVA,1069,phone,0.35,0.6,1,1,4,6,374,2007,2007-04-22,2007-05-06,2012-04-22,19,5,2,Droite,5
2008-05-24,sarkozy,Kantar,1002,face to face,0.37,0.61,1,6,1,6,370,2007,2007-04-22,2007-05-06,2012-04-22,19,5,2,Droite,5
2008-05-27,sarkozy,Ipsos,1095,phone,0.4,0.58,1,5,4,6,438,2007,2007-04-22,2007-05-06,2012-04-22,19,5,2,Droite,5
2008-06-18,sarkozy,Ifop,1009,phone,0.37,0.62,1,4,4,6,373,2007,2007-04-22,2007-05-06,2012-04-22,20,6,2,Droite,5
2008-06-20,sarkozy,Kantar,1038,face to face,0.33,0.65,1,6,1,6,342,2007,2007-04-22,2007-05-06,2012-04-22,20,6,2,Droite,5
2008-06-26,sarkozy,Ipsos,1091,phone,0.38,0.6,1,5,4,6,414,2007,2007-04-22,2007-05-06,2012-04-22,20,6,2,Droite,5
2008-06-28,sarkozy,BVA,954,phone,0.36,0.59,1,1,4,6,343,2007,2007-04-22,2007-05-06,2012-04-22,20,6,2,Droite,5
2008-07-17,sarkozy,BVA,1039,phone,0.35,0.6,1,1,4,6,363,2007,2007-04-22,2007-05-06,2012-04-22,21,7,2,Droite,5
2008-07-18,sarkozy,Ifop,1074,phone,0.38,0.61,1,4,4,6,408,2007,2007-04-22,2007-05-06,2012-04-22,21,7,2,Droite,5
2008-07-24,sarkozy,Ipsos,983,phone,0.39,0.57,1,5,4,6,383,2007,2007-04-22,2007-05-06,2012-04-22,22,7,2,Droite,5
2008-08-18,sarkozy,Ifop,1086,phone,0.4,0.59,1,4,4,6,434,2007,2007-04-22,2007-05-06,2012-04-22,23,8,2,Droite,5
2008-08-24,sarkozy,Kantar,1080,face to face,0.34,0.62,1,6,1,6,367,2007,2007-04-22,2007-05-06,2012-04-22,23,8,2,Droite,5
2008-08-26,sarkozy,Ipsos,938,phone,0.44,0.52,1,5,4,6,412,2007,2007-04-22,2007-05-06,2012-04-22,23,8,2,Droite,5
