year,department,percentage,bloc,votes,election_type
2004,La Reunion,0.2739708115291524,Droite,102667,regional
2004,La Reunion,0.14829600493145859,Gauche,55572,regional
2004,La Reunion,0.2635982035400828,Gauche radicale et extreme gauche,98780,regional
2004,Landes,0.24737082148414444,Abstention,55323,regional
2004,Landes,0.2049060113394502,Droite,45826,regional
2004,Landes,0.18069342347659673,Droite radicale et extreme droite,40411,regional
2004,Landes,0.3001332474826063,Gauche,67123,regional
2004,Landes,0.06689649621720234,Gauche radicale et extreme gauche,14961,regional
2004,Loir et Cher,0.2702537321306114,Abstention,51232,regional
2004,Loir et Cher,0.1308065622197605,Droite,24797,regional
2004,Loir et Cher,0.3065780450493221,Droite radicale et extreme droite,58118,regional
2004,Loir et Cher,0.25303581790367674,Gauche,47968,regional
2004,Loir et Cher,0.03932584269662921,Gauche radicale et extreme gauche,7455,regional
2004,Loire,0.2931578630840474,Abstention,112115,regional
2004,Loire,0.013782590164706005,Autre,5271,regional
2004,Loire,0.21021914605989453,Droite,80396,regional
2004,Loire,0.15211576225228077,Droite radicale et extreme droite,58175,regional
2004,Loire,0.06172226158942995,Ecologisme,23605,regional
2004,Loire,0.23277960668237288,Gauche,89024,regional
2004,Loire,0.036222770167268506,Gauche radicale et extreme gauche,13853,regional
2004,Loire Atlantique,0.27252529306218354,Abstention,187426,regional
2004,Loire Atlantique,0.20564226493228527,Droite,141428,regional
2004,Loire Atlantique,0.16069346175433086,Droite radicale et extreme droite,110515,regional
2004,Loire Atlantique,0.31568126234118227,Gauche,217106,regional
2004,Loire Atlantique,0.04545771791001806,Gauche radicale et extreme gauche,31263,regional
2004,Loiret,0.2790307695091717,Abstention,92516,regional
2004,Loiret,0.19077276648108046,Droite,63253,regional
2004,Loiret,0.23107593753204528,Droite radicale et extreme droite,76616,regional
2004,Loiret,0.2632207550925619,Gauche,87274,regional
2004,Loiret,0.03589977138514064,Gauche radicale et extreme gauche,11903,regional
2004,Lot,0.23365298391376754,Abstention,25535,regional
2004,Lot,0.17426751825485423,Droite,19045,regional
2004,Lot,0.12086635067620738,Droite radicale et extreme droite,13209,regional
2004,Lot,0.05155280639789177,Ecologisme,5634,regional
2004,Lot,0.38623428435481216,Gauche,42210,regional
2004,Lot,0.033426056402466924,Gauche radicale et extreme gauche,3653,regional
2004,Lot et Garonne,0.24605580166316934,Abstention,47490,regional
2004,Lot et Garonne,0.1839693272195021,Droite,35507,regional
2004,Lot et Garonne,0.27007072355638456,Droite radicale et extreme droite,52125,regional
2004,Lot et Garonne,0.23394730706458383,Gauche,45153,regional
2004,Lot et Garonne,0.06595684049636019,Gauche radicale et extreme gauche,12730,regional
2004,Lozere,0.2078712188486028,Abstention,11002,regional
2004,Lozere,0.4393220851361309,Droite,23252,regional
2004,Lozere,0.09771950044400779,Droite radicale et extreme droite,5172,regional
2004,Lozere,0.02580913333459293,Ecologisme,1366,regional
2004,Lozere,0.19893438131766394,Gauche,10529,regional
2004,Lozere,0.027660740264893156,Gauche radicale et extreme gauche,1464,regional
2004,Lozere,0.002682940654108489,Autre,142,regional
2004,Maine et Loire,0.27901431037226554,Abstention,113962,regional
2004,Maine et Loire,0.2338674729767778,Droite,95522,regional
2004,Maine et Loire,0.19455006181982887,Droite radicale et extreme droite,79463,regional
2004,Maine et Loire,0.24783018521465558,Gauche,101225,regional
2004,Maine et Loire,0.04473796961647223,Gauche radicale et extreme gauche,18273,regional
2004,Manche,0.2854822867800625,Abstention,80512,regional
2004,Manche,0.2619627616383177,Droite,73879,regional
2004,Manche,0.1606653405242872,Droite radicale et extreme droite,45311,regional
2004,Manche,0.04629797071849259,Ecologisme,13057,regional
2004,Manche,0.1900177646345485,Gauche,53589,regional
2004,Manche,0.05557387570429152,Gauche radicale et extreme gauche,15673,regional
2004,Marne,0.29949616377935473,Abstention,87322,regional
2004,Marne,0.18412830160205512,Droite,53685,regional
2004,Marne,0.2410525341006918,Droite radicale et extreme droite,70282,regional
2004,Marne,0.058193254974053636,Ecologisme,16967,regional
2004,Marne,0.18275295562194105,Gauche,53284,regional
2004,Marne,0.03437678992190367,Gauche radicale et extreme gauche,10023,regional
2004,Martinique,0.3418392656165823,Abstention,64087,regional
2004,Martinique,0.2502120260085237,Autre,46909,regional
2004,Martinique,0.15789136800780895,Droite,29601,regional
2004,Martinique,0.09162723960805859,Droite radicale et extreme droite,17178,regional
2004,Martinique,0.13792091829931138,Gauche,25857,regional
2004,Martinique,0.02050918245971506,Gauche radicale et extreme gauche,3845,regional
2004,Mayenne,0.2737404102267291,Abstention,46350,regional
2004,Mayenne,0.18492685490872365,Droite,31312,regional
2004,Mayenne,0.289397062384465,Droite radicale et extreme droite,49001,regional
2004,Mayenne,0.2136769804099905,Gauche,36180,regional
2004,Mayenne,0.03825869207009172,Gauche radicale et extreme gauche,6478,regional
2004,Meurthe et Moselle,0.296553753455425,Abstention,109853,regional
2004,Meurthe et Moselle,0.18712746199032482,Droite,69318,regional
2004,Meurthe et Moselle,0.17795438838977193,Droite radicale et extreme droite,65920,regional
2004,Meurthe et Moselle,0.028650332584657913,Ecologisme,10613,regional
2004,Meurthe et Moselle,0.272228101243953,Gauche,100842,regional
2004,Meurthe et Moselle,0.03748596233586731,Gauche radicale et extreme gauche,13886,regional
2004,Meuse,0.27531546656902756,Abstention,30829,regional
2004,Meuse,0.25352527751234627,Droite,28389,regional
2004,Meuse,0.19783526974289364,Droite radicale et extreme droite,22153,regional
2004,Meuse,0.027273457942256,Ecologisme,3054,regional
2004,Meuse,0.21770542164908865,Gauche,24378,regional
2004,Meuse,0.028345106584387866,Gauche radicale et extreme gauche,3174,regional
2004,Morbihan,0.26202394266622847,Abstention,110817,regional
2004,Morbihan,0.22569616033026976,Droite,95453,regional
2004,Morbihan,0.1467132625725007,Droite radicale et extreme droite,62049,regional
2004,Morbihan,0.0639022810083064,Ecologisme,27026,regional
2004,Morbihan,0.2703894525532775,Gauche,114355,regional
2004,Morbihan,0.03127490086941718,Gauche radicale et extreme gauche,13227,regional
2004,Moselle,0.31581385617789465,Abstention,169064,regional
2004,Moselle,0.19334688265885588,Droite,103504,regional
2004,Moselle,0.20913906987865383,Droite radicale et extreme droite,111958,regional
2004,Moselle,0.030762448442823838,Ecologisme,16468,regional
2004,Moselle,0.22113171737700998,Gauche,118378,regional
2004,Moselle,0.02980602546476179,Gauche radicale et extreme gauche,15956,regional
2004,Nievre,0.2765640042035024,Abstention,37634,regional
2004,Nievre,0.14211071672655923,Droite,19338,regional
2004,Nievre,0.18712934588505037,Droite radicale et extreme droite,25464,regional
2004,Nievre,0.040609360876562535,Ecologisme,5526,regional
2004,Nievre,0.31505691630473925,Gauche,42872,regional
2004,Nievre,0.0385296560035862,Gauche radicale et extreme gauche,5243,regional
2004,Nord,0.28489238953099777,Abstention,393423,regional
2004,Nord,0.00979251285163217,Autre,13523,regional
2004,Nord,0.1270035982397663,Droite,175386,regional
2004,Nord,0.20158615101310473,Droite radicale et extreme droite,278381,regional
2004,Nord,0.060255490230297484,Ecologisme,83210,regional
2004,Nord,0.20138484075851967,Gauche,278103,regional
2004,Nord,0.11508501737568187,Gauche radicale et extreme gauche,158927,regional
2004,Oise,0.2791311217574708,Abstention,115536,regional
2004,Oise,0.4169136992556407,Droite radicale et extreme droite,172566,regional
2004,Oise,0.20286630282209064,Gauche,83969,regional
2004,Oise,0.10108887616479792,Gauche radicale et extreme gauche,41842,regional
2004,Orne,0.27303128998487847,Abstention,46945,regional
2004,Orne,0.2673199953472141,Droite,45963,regional
2004,Orne,0.1866755845062231,Droite radicale et extreme droite,32097,regional
2004,Orne,0.05137838780970106,Ecologisme,8834,regional
2004,Orne,0.16623822263580318,Gauche,28583,regional
2004,Orne,0.05535651971618006,Gauche radicale et extreme gauche,9518,regional
2004,Paris,0.27107439925820215,Abstention,258139,regional
2004,Paris,0.19366552519686941,Droite,184424,regional
2004,Paris,0.18525414242224722,Droite radicale et extreme droite,176414,regional
2004,Paris,0.013942313245775145,Ecologisme,13277,regional
2004,Paris,0.2714482384926298,Gauche,258495,regional
2004,Paris,0.06461538138427628,Gauche radicale et extreme gauche,61532,regional
2004,Pas de Calais,0.2647469703802719,Abstention,228362,regional
2004,Pas de Calais,0.013820375692554896,Autre,11921,regional
2004,Pas de Calais,0.12139926521649913,Droite,104715,regional
2004,Pas de Calais,0.18770136116962507,Droite radicale et extreme droite,161905,regional
2004,Pas de Calais,0.060085767250544014,Ecologisme,51828,regional
2004,Pas de Calais,0.23962776224919338,Gauche,206695,regional
2004,Pas de Calais,0.11261849804131158,Gauche radicale et extreme gauche,97141,regional
2004,Puy de Dome,0.25755248760968646,Abstention,93072,regional
2004,Puy de Dome,0.2749030774467237,Droite,99342,regional
2004,Puy de Dome,0.0675593780353155,Droite radicale et extreme droite,24414,regional
2004,Puy de Dome,0.0553807582788879,Ecologisme,20013,regional
2004,Puy de Dome,0.24296913698110806,Gauche,87802,regional
2004,Puy de Dome,0.10163516164827836,Gauche radicale et extreme gauche,36728,regional
2004,Pyrenees Atlantiques,0.25585448636464897,Abstention,97620,regional
2004,Pyrenees Atlantiques,0.176330445950019,Droite,67278,regional
2004,Pyrenees Atlantiques,0.23866647446565936,Droite radicale et extreme droite,91062,regional
2004,Pyrenees Atlantiques,0.27361123851708186,Gauche,104395,regional
2004,Pyrenees Atlantiques,0.05553735470259078,Gauche radicale et extreme gauche,21190,regional
2004,Pyrenees Orientales,0.26015437020155024,Abstention,63467,regional
2004,Pyrenees Orientales,0.2117527945269492,Droite,51659,regional
2004,Pyrenees Orientales,0.18857676904725795,Droite radicale et extreme droite,46005,regional
2004,Pyrenees Orientales,0.03789571198439082,Ecologisme,9245,regional
2004,Pyrenees Orientales,0.24889018236670915,Gauche,60719,regional
2004,Pyrenees Orientales,0.03264482966400092,Gauche radicale et extreme gauche,7964,regional
2004,Pyrenees Orientales,0.0200853422091417,Autre,4900,regional
2004,Rhone,0.2845751180556103,Abstention,216585,regional
2004,Rhone,0.01606397208185189,Autre,12226,regional
2004,Rhone,0.2363477260006149,Droite,179880,regional
2004,Rhone,0.14088232279833185,Droite radicale et extreme droite,107223,regional
2004,Rhone,0.06779821359590688,Ecologisme,51600,regional
2004,Rhone,0.22629756057822942,Gauche,172231,regional
2004,Rhone,0.02803508688945475,Gauche radicale et extreme gauche,21337,regional
2004,Saone et Loire,0.28032891892829986,Abstention,88841,regional
2004,Saone et Loire,0.16403032970777837,Droite,51984,regional
2004,Saone et Loire,0.2026902943041869,Droite radicale et extreme droite,64236,regional
2004,Saone et Loire,0.036728859606774016,Ecologisme,11640,regional
2004,Saone et Loire,0.28624529450928793,Gauche,90716,regional
2004,Saone et Loire,0.02997630294367295,Gauche radicale et extreme gauche,9500,regional
2004,Sarthe,0.2836945814420034,Abstention,86686,regional
2004,Sarthe,0.27041409080347295,Droite,82628,regional
2004,Sarthe,0.14450142524733195,Droite radicale et extreme droite,44154,regional
2004,Sarthe,0.24772794957471667,Gauche,75696,regional
2004,Sarthe,0.05366195293247502,Gauche radicale et extreme gauche,16397,regional
2004,Savoie,0.28641147926196797,Abstention,61797,regional
2004,Savoie,0.011823157816678484,Autre,2551,regional
2004,Savoie,0.2528422389380941,Droite,54554,regional
2004,Savoie,0.1267872619494538,Droite radicale et extreme droite,27356,regional
2004,Savoie,0.07606030691082345,Ecologisme,16411,regional
2004,Savoie,0.21562084324003652,Gauche,46523,regional
2004,Savoie,0.03045471188294564,Gauche radicale et extreme gauche,6571,regional
2004,Seine et Marne,0.28091046877783044,Abstention,167176,regional
2004,Seine et Marne,0.19156408265868174,Droite,114004,regional
2004,Seine et Marne,0.2146702692893222,Droite radicale et extreme droite,127755,regional
2004,Seine et Marne,0.020150490151599167,Ecologisme,11992,regional
2004,Seine et Marne,0.21628338391119803,Gauche,128715,regional
2004,Seine et Marne,0.07642130521136843,Gauche radicale et extreme gauche,45480,regional
2004,Seine Maritime,0.27333474387140533,Abstention,188613,regional
2004,Seine Maritime,0.16996452400136802,Droite,117283,regional
2004,Seine Maritime,0.18281442922480307,Droite radicale et extreme droite,126150,regional
2004,Seine Maritime,0.02875468810684536,Ecologisme,19842,regional
2004,Seine Maritime,0.30335746706007155,Gauche,209330,regional
2004,Seine Maritime,0.04177414773550672,Gauche radicale et extreme gauche,28826,regional
2004,Seine Saint Denis,0.3030794916049567,Abstention,150492,regional
2004,Seine Saint Denis,0.1238704402237067,Droite,61507,regional
2004,Seine Saint Denis,0.2007278322320524,Droite radicale et extreme droite,99670,regional
2004,Seine Saint Denis,0.016902866418416936,Ecologisme,8393,regional
2004,Seine Saint Denis,0.21614845038596858,Gauche,107327,regional
2004,Seine Saint Denis,0.1392709191348987,Gauche radicale et extreme gauche,69154,regional
2004,Somme,0.24769493183200736,Abstention,83064,regional
2004,Somme,0.3982966947767692,Droite radicale et extreme droite,133568,regional
2004,Somme,0.18258048355737921,Gauche,61228,regional
2004,Somme,0.17142788983384424,Gauche radicale et extreme gauche,57488,regional
2004,Tarn,0.2357292919861378,Abstention,52512,regional
2004,Tarn,0.17771273634878168,Droite,39588,regional
2004,Tarn,0.1942818408719542,Droite radicale et extreme droite,43279,regional
2004,Tarn,0.055368012784830584,Ecologisme,12334,regional
2004,Tarn,0.297368515559067,Gauche,66243,regional
2004,Tarn,0.03953960244922878,Gauche radicale et extreme gauche,8808,regional
2004,Tarn et Garonne,0.24612124887725412,Abstention,32060,regional
2004,Tarn et Garonne,0.19069406806334974,Droite,24840,regional
2004,Tarn et Garonne,0.20478884700716254,Droite radicale et extreme droite,26676,regional
2004,Tarn et Garonne,0.05974159571936343,Ecologisme,7782,regional
2004,Tarn et Garonne,0.26352476950123216,Gauche,34327,regional
2004,Tarn et Garonne,0.03512947083163802,Gauche radicale et extreme gauche,4576,regional
2004,Territoire de Belfort,0.264967615522778,Abstention,19473,regional
2004,Territoire de Belfort,0.008164153921515267,Autre,600,regional
2004,Territoire de Belfort,0.1577450606868775,Droite,11593,regional
2004,Territoire de Belfort,0.20565503728296958,Droite radicale et extreme droite,15114,regional
2004,Territoire de Belfort,0.03901104882164045,Ecologisme,2867,regional
2004,Territoire de Belfort,0.22994339519947748,Gauche,16899,regional
2004,Territoire de Belfort,0.09451368856474174,Gauche radicale et extreme gauche,6946,regional
2004,Val d'Oise,0.28902376422985177,Abstention,143574,regional
2004,Val d'Oise,0.1661281718352105,Droite,82525,regional
2004,Val d'Oise,0.21719559944036798,Droite radicale et extreme droite,107893,regional
2004,Val d'Oise,0.019881027870882025,Ecologisme,9876,regional
2004,Val d'Oise,0.22380449114754758,Gauche,111176,regional
2004,Val d'Oise,0.08396694547614016,Gauche radicale et extreme gauche,41711,regional
2004,Val de Marne,0.28511829648785886,Abstention,160194,regional
2004,Val de Marne,0.16561152333981785,Droite,93049,regional
2004,Val de Marne,0.19910082922340622,Droite radicale et extreme droite,111865,regional
2004,Val de Marne,0.019522969612940085,Ecologisme,10969,regional
2004,Val de Marne,0.22527146877018997,Gauche,126569,regional
2004,Val de Marne,0.10537491256578702,Gauche radicale et extreme gauche,59205,regional
2004,Var,0.288363361386269,Abstention,153298,regional
2004,Var,0.0017286978898223147,Autre,919,regional
2004,Var,0.25077217680497504,Droite,133314,regional
2004,Var,0.19272253928602331,Droite radicale et extreme droite,102454,regional
2004,Var,0.02312392073948391,Ecologisme,12293,regional
2004,Var,0.22492635634125513,Gauche,119574,regional
2004,Var,0.018362947552171313,Gauche radicale et extreme gauche,9762,regional
2004,Vaucluse,0.26225182854139256,Abstention,76336,regional
2004,Vaucluse,0.004710061529687817,Autre,1371,regional
2004,Vaucluse,0.2067995286502977,Droite,60195,regional
2004,Vaucluse,0.23068995015098995,Droite radicale et extreme droite,67149,regional
2004,Vaucluse,0.020688541598672526,Ecologisme,6022,regional
2004,Vaucluse,0.25288323788387346,Gauche,73609,regional
2004,Vaucluse,0.021976851645086042,Gauche radicale et extreme gauche,6397,regional
2004,Vendee,0.27162022411423875,Abstention,95867,regional
2004,Vendee,0.2823952740511978,Droite,99670,regional
2004,Vendee,0.16145291759339273,Droite radicale et extreme droite,56984,regional
2004,Vendee,0.2500899573587953,Gauche,88268,regional
2004,Vendee,0.03444162688237544,Gauche radicale et extreme gauche,12156,regional
2004,Vienne,0.24580523597709616,Abstention,60400,regional
2004,Vienne,0.29772548764258944,Droite,73158,regional
2004,Vienne,0.07315554506497153,Droite radicale et extreme droite,17976,regional
2004,Vienne,0.34701269315448696,Gauche,85269,regional
2004,Vienne,0.03630103816085593,Gauche radicale et extreme gauche,8920,regional
2004,Vosges,0.2801652335945042,Abstention,62397,regional
2004,Vosges,0.22039377679994612,Droite,49085,regional
2004,Vosges,0.20498843813842804,Droite radicale et extreme droite,45654,regional
2004,Vosges,0.0319825786318838,Ecologisme,7123,regional
2004,Vosges,0.22800889028579127,Gauche,50781,regional
2004,Vosges,0.0344610825494466,Gauche radicale et extreme gauche,7675,regional
2004,Yonne,0.2778143137500522,Abstention,53227,regional
2004,Yonne,0.21292642699068853,Droite,40795,regional
2004,Yonne,0.21650695227358135,Droite radicale et extreme droite,41481,regional
2004,Yonne,0.04121257672554177,Ecologisme,7896,regional
2004,Yonne,0.22448745250323604,Gauche,43010,regional
2004,Yonne,0.02705227775690008,Gauche radicale et extreme gauche,5183,regional
2004,Yvelines,0.2734268369986694,Abstention,191518,regional
2004,Yvelines,0.2007806566195912,Droite,140634,regional
2004,Yvelines,0.2354305032865244,Droite radicale et extreme droite,164904,regional
2004,Yvelines,0.019914738819820796,Ecologisme,13949,regional
2004,Yvelines,0.2143536311668732,Gauche,150141,regional
2004,Yvelines,0.05609363310852098,Gauche radicale et extreme gauche,39290,regional
1998,Ain,0.011829534811114581,Autre,3789,regional
1998,Ain,0.20801748360911645,Droite,66628,regional
1998,Ain,0.09282859818919763,Droite radicale et extreme droite,29733,regional
1998,Ain,0.16520761785825788,Gauche,52916,regional
1998,Ain,0.021264439587886357,Gauche radicale et extreme gauche,6811,regional
1998,Aisne,0.024807281936426763,Autre,9149,regional
1998,Aisne,0.1756032353315998,Droite,64763,regional
1998,Aisne,0.09974159646206783,Droite radicale et extreme droite,36785,regional
1998,Aisne,0.04656686632158632,Ecologisme,17174,regional
1998,Aisne,0.23747637627676565,Gauche radicale et extreme gauche,87582,regional
1998,Allier,0.016801010748806647,Autre,4375,regional
1998,Allier,0.21803679709371315,Droite,56777,regional
1998,Allier,0.06062572724375098,Droite radicale et extreme droite,15787,regional
1998,Allier,0.03701214665074251,Ecologisme,9638,regional
1998,Allier,0.24941532482594153,Gauche radicale et extreme gauche,64948,regional
1998,Alpes de Haute Provence,0.010622300125475322,Autre,1109,regional
1998,Alpes de Haute Provence,0.2057029012576267,Droite,21476,regional
1998,Alpes de Haute Provence,0.10765016330948345,Droite radicale et extreme droite,11239,regional
1998,Alpes de Haute Provence,0.04289148779249639,Ecologisme,4478,regional
1998,Alpes de Haute Provence,0.2572435657979177,Gauche,26857,regional
1998,Alpes Maritimes,0.015376423605975447,Autre,10396,regional
1998,Alpes Maritimes,0.19952817630528027,Droite,134901,regional
1998,Alpes Maritimes,0.14866587782872356,Droite radicale et extreme droite,100513,regional
1998,Alpes Maritimes,0.015669279692353204,Ecologisme,10594,regional
1998,Alpes Maritimes,0.146913178523887,Gauche,99328,regional
1998,Alpes Maritimes,0.010840112409406893,Gauche radicale et extreme gauche,7329,regional
1998,Ardeche,0.058079025868315315,Autre,12344,regional
1998,Ardeche,0.2269947021238555,Droite,48245,regional
1998,Ardeche,0.08102551073219848,Droite radicale et extreme droite,17221,regional
1998,Ardeche,0.01860843707948696,Ecologisme,3955,regional
1998,Ardeche,0.19374888255276704,Gauche radicale et extreme gauche,41179,regional
1998,Ardennes,0.03209321871222458,Autre,6186,regional
1998,Ardennes,0.170676157322141,Droite,32898,regional
1998,Ardennes,0.10040933639773594,Droite radicale et extreme droite,19354,regional
1998,Ardennes,0.032679467291998485,Ecologisme,6299,regional
1998,Ardennes,0.19542829868586933,Gauche,37669,regional
1998,Ardennes,0.028409709936654023,Gauche radicale et extreme gauche,5476,regional
1998,Ariege,0.19461997420408467,Droite,20974,regional
1998,Ariege,0.056723176423646875,Droite radicale et extreme droite,6113,regional
1998,Ariege,0.04771316426801771,Ecologisme,5142,regional
1998,Ariege,0.28745743210014013,Gauche,30979,regional
1998,Ariege,0.031103564104705436,Gauche radicale et extreme gauche,3352,regional
1998,Aube,0.037140523130876374,Autre,7138,regional
1998,Aube,0.234602396599181,Droite,45088,regional
1998,Aube,0.10786777599134185,Droite radicale et extreme droite,20731,regional
1998,Aube,0.14748502775913294,Gauche,28345,regional
1998,Aube,0.02723360858321756,Gauche radicale et extreme gauche,5234,regional
1998,Aude,0.039292140264968176,Autre,9019,regional
1998,Aude,0.19183399626204053,Droite,44033,regional
1998,Aude,0.08250086042773061,Droite radicale et extreme droite,18937,regional
1998,Aude,0.04241581967177405,Ecologisme,9736,regional
1998,Aude,0.26975171758801414,Gauche,61918,regional
1998,Aveyron,0.37617941102064145,Droite,80297,regional
1998,Aveyron,0.052025260711909826,Droite radicale et extreme droite,11105,regional
1998,Aveyron,0.22252101155284043,Gauche,47498,regional
1998,Bas Rhin,0.007898271233402376,Autre,5228,regional
1998,Bas Rhin,0.23200642980917546,Droite,153569,regional
1998,Bas Rhin,0.1403876921124552,Droite radicale et extreme droite,92925,regional
1998,Bas Rhin,0.026574328805575323,Ecologisme,17590,regional
1998,Bas Rhin,0.08978618165117379,Gauche,59431,regional
1998,Bas Rhin,0.017595861716801352,Gauche radicale et extreme gauche,11647,regional
1998,Bouches du Rhone,0.007110861755363913,Autre,7858,regional
1998,Bouches du Rhone,0.1313971060656791,Droite,145203,regional
1998,Bouches du Rhone,0.14787027066158706,Droite radicale et extreme droite,163407,regional
1998,Bouches du Rhone,0.031568135955188356,Ecologisme,34885,regional
1998,Bouches du Rhone,0.21676545377215922,Gauche,239541,regional
1998,Bouches du Rhone,0.017889364474648665,Gauche radicale et extreme gauche,19769,regional
1998,Calvados,0.02593835001586134,Autre,11529,regional
1998,Calvados,0.23945445996080786,Droite,106432,regional
1998,Calvados,0.05685108565797555,Droite radicale et extreme droite,25269,regional
1998,Calvados,0.05988386350699811,Ecologisme,26617,regional
1998,Calvados,0.1692978489325657,Gauche,75249,regional
1998,Cantal,0.0610470763452697,Autre,7542,regional
1998,Cantal,0.23826329081137085,Droite,29436,regional
1998,Cantal,0.03934630576960435,Droite radicale et extreme droite,4861,regional
1998,Cantal,0.1908065142783138,Gauche,23573,regional
1998,Cantal,0.07215243152237259,Gauche radicale et extreme gauche,8914,regional
1998,Charente,0.040219041380148986,Autre,10253,regional
1998,Charente,0.19333618380019535,Droite,49287,regional
1998,Charente,0.055387970768331574,Droite radicale et extreme droite,14120,regional
1998,Charente,0.2221795088044122,Gauche,56640,regional
1998,Charente,0.033205323835263936,Gauche radicale et extreme gauche,8465,regional
1998,Charente Maritime,0.045836085766649944,Autre,18457,regional
1998,Charente Maritime,0.20626362764916534,Droite,83057,regional
1998,Charente Maritime,0.06355513392968008,Droite radicale et extreme droite,25592,regional
1998,Charente Maritime,0.21936603803573113,Gauche,88333,regional
1998,Cher,0.2050036296212075,Droite,46879,regional
1998,Cher,0.08203818536431776,Droite radicale et extreme droite,18760,regional
1998,Cher,0.27077848815344113,Gauche radicale et extreme gauche,61920,regional
1998,Correze,0.07694985504250818,Autre,14147,regional
1998,Correze,0.23165458234292646,Droite,42589,regional
1998,Correze,0.04502657100741377,Droite radicale et extreme droite,8278,regional
1998,Correze,0.015986118892339828,Ecologisme,2939,regional
1998,Correze,0.2832246378782357,Gauche,52070,regional
1998,Cote d'Or,0.20888318670576736,Droite,68380,regional
1998,Cote d'Or,0.0947886119257087,Droite radicale et extreme droite,31030,regional
1998,Cote d'Or,0.02422409579667644,Ecologisme,7930,regional
1998,Cote d'Or,0.18731366080156403,Gauche,61319,regional
1998,Cote d'Or,0.024071358748778103,Gauche radicale et extreme gauche,7880,regional
1998,Cotes d'Armor,0.07226979841314539,Autre,30541,regional
1998,Cotes d'Armor,0.20310603246118641,Droite,85832,regional
1998,Cotes d'Armor,0.04330366756034709,Droite radicale et extreme droite,18300,regional
1998,Cotes d'Armor,0.023092923044886735,Ecologisme,9759,regional
1998,Cotes d'Armor,0.22593629391595302,Gauche,95480,regional
1998,Cotes d'Armor,0.030802395663007544,Gauche radicale et extreme gauche,13017,regional
1998,Creuse,0.1091922112236497,Autre,11406,regional
1998,Creuse,0.19398227038618393,Droite,20263,regional
1998,Creuse,0.0363782572900113,Droite radicale et extreme droite,3800,regional
1998,Creuse,0.21359780964598213,Gauche,22312,regional
1998,Creuse,0.03465507668153708,Gauche radicale et extreme gauche,3620,regional
1998,Deux Sevres,0.0253561450369961,Autre,6607,regional
1998,Deux Sevres,0.21103512326916582,Droite,54989,regional
1998,Deux Sevres,0.04336679868594762,Droite radicale et extreme droite,11300,regional
1998,Deux Sevres,0.25104771115409413,Gauche,65415,regional
1998,Dordogne,0.048667454465034295,Autre,14744,regional
1998,Dordogne,0.2239778976346244,Droite,67855,regional
1998,Dordogne,0.06770664853410088,Droite radicale et extreme droite,20512,regional
1998,Dordogne,0.03667223406853846,Ecologisme,11110,regional
1998,Dordogne,0.2498135030400655,Gauche,75682,regional
1998,Doubs,0.03695736534777202,Autre,12095,regional
1998,Doubs,0.19760808386984408,Droite,64671,regional
1998,Doubs,0.10067864661791981,Droite radicale et extreme droite,32949,regional
1998,Doubs,0.01269292233605994,Ecologisme,4154,regional
1998,Doubs,0.2029095331363496,Gauche,66406,regional
1998,Doubs,0.039731841390415835,Gauche radicale et extreme gauche,13003,regional
1998,Drome,0.02611037245232846,Autre,7757,regional
1998,Drome,0.16710032482286213,Droite,49643,regional
1998,Drome,0.11469108167696114,Droite radicale et extreme droite,34073,regional
1998,Drome,0.024036891798643486,Ecologisme,7141,regional
1998,Drome,0.19280004039248028,Gauche,57278,regional
1998,Drome,0.02323577427335611,Gauche radicale et extreme gauche,6903,regional
1998,Essonne,0.1828382256868747,Droite,124543,regional
1998,Essonne,0.09356029743160614,Droite radicale et extreme droite,63730,regional
1998,Essonne,0.03753569252677398,Ecologisme,25568,regional
1998,Essonne,0.19414826070041766,Gauche,132247,regional
1998,Essonne,0.023223448063244587,Gauche radicale et extreme gauche,15819,regional
1998,Eure,0.03620466872055987,Autre,13197,regional
1998,Eure,0.1812647629289651,Droite,66073,regional
1998,Eure,0.11077580649143648,Droite radicale et extreme droite,40379,regional
1998,Eure,0.0586868434697444,Ecologisme,21392,regional
1998,Eure,0.1499927299862007,Gauche,54674,regional
1998,Eure,0.019500097390750898,Gauche radicale et extreme gauche,7108,regional
1998,Eure et Loir,0.07024794895833714,Autre,19257,regional
1998,Eure et Loir,0.17912004931984576,Droite,49102,regional
1998,Eure et Loir,0.1152523082198527,Droite radicale et extreme droite,31594,regional
1998,Eure et Loir,0.1691065155456008,Gauche,46357,regional
1998,Eure et Loir,0.026954463044770893,Gauche radicale et extreme gauche,7389,regional
1998,Finistere,0.01591742526594175,Autre,9979,regional
1998,Finistere,0.23747094938293858,Droite,148876,regional
1998,Finistere,0.0443419686309164,Droite radicale et extreme droite,27799,regional
1998,Finistere,0.03981350181760759,Ecologisme,24960,regional
1998,Finistere,0.17575523628898604,Gauche,110185,regional
1998,Finistere,0.06093252281380648,Gauche radicale et extreme gauche,38200,regional
1998,Gard,0.024269578578214615,Autre,10346,regional
1998,Gard,0.18549361357745223,Droite,79075,regional
1998,Gard,0.12606997501730022,Droite radicale et extreme droite,53743,regional
1998,Gard,0.026559072942445958,Ecologisme,11322,regional
1998,Gard,0.12843688056392874,Gauche,54752,regional
1998,Gard,0.08623605719044324,Gauche radicale et extreme gauche,36762,regional
